open_time,开盘价,最高价,最低价,收盘价,成交量,MA20,MA50,MA89,BB_Upper,BB_Lower,BB_Long_Upper,BB_Long_Lower,MACD_Hist,RSI,ATR,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Support_Level,Fib_Resistance_Level,Fib_Price_Position,MACD_Long
2025-07-14 09:00:00,122560.0,122566.0,121840.0,121979.9,8211.608,,,,,,,,,,,,,,,,,
2025-07-14 10:00:00,121980.0,122149.8,121620.7,121911.8,6309.709,,,,,,,,,,,,,,,,,
2025-07-14 11:00:00,121911.8,121911.8,121357.0,121474.5,5860.765,,,,,,,,,,,,,,,,,
2025-07-14 12:00:00,121474.5,121917.8,121410.0,121894.2,5256.304,,,,,,,,,,,,,,,,,
2025-07-14 13:00:00,121894.2,122113.9,121150.0,121679.2,11558.576,121787.92,,,,,,,,,,,,,,,,
2025-07-14 14:00:00,121679.3,121970.9,120612.4,121160.0,15446.152,121623.94,,,,,,,,,,,,,,,,
2025-07-14 15:00:00,121160.0,121173.2,119590.9,119863.1,18375.395,121214.2,,,,,,,,,,,,,,,,
2025-07-14 16:00:00,119863.1,120299.0,119200.0,120260.9,16207.432,120971.48,,,,,,,,24.373882,,,,,,,,
2025-07-14 17:00:00,120261.0,120510.9,119750.0,119885.2,7329.028,120569.68,,,,,,,,21.556744,,,,,,,,
2025-07-14 18:00:00,119885.2,120166.0,119595.0,119605.6,3920.842,120154.96,,,,,,,,19.59077,,,,,,,,
2025-07-14 19:00:00,119605.4,120076.9,119564.2,119920.0,4490.327,119906.96,,,,,,,,28.183142,844.0,,,,,,,
2025-07-14 20:00:00,119920.3,120430.0,119505.0,120130.1,6220.405,119960.36,,,,,,,,33.706093,852.1,,,,,,,
2025-07-14 21:00:00,120130.0,120230.6,119798.4,120000.1,2647.591,119908.2,,,,,,,,31.933321,810.11,,,,,,,
2025-07-14 22:00:00,120000.1,120292.6,119889.2,120014.6,2319.658,119934.08,,,123219.09,118177.94,,,,32.396008,769.439,,,,,,,
2025-07-14 23:00:00,120014.6,120028.1,119735.6,119816.5,2155.509,119976.26,,,122922.66,118165.31,,,,29.22912,721.7451,,,,,,,
2025-07-15 00:00:00,119816.5,119919.4,119000.0,119458.4,6038.482,119883.94,,,122606.35,118131.13,,,,24.233171,741.5106,,,,,,,
2025-07-15 01:00:00,119458.4,119497.8,118376.5,118491.3,12335.751,119556.18,,,122599.78,117711.54,,,,15.750781,779.4895,,,,,,,
2025-07-15 02:00:00,118491.4,118873.2,117833.0,118251.9,15348.778,119206.54,,,122298.22,117492.77,,,,14.304719,805.5606,,,,,,,
2025-07-15 03:00:00,118251.8,118251.8,116870.0,117209.2,24369.172,118645.46,,,122275.43,116876.984,,,,9.754217,863.1945,,,,,,,
2025-07-15 04:00:00,117209.2,117530.7,116227.0,117481.8,17818.56,118178.52,,,122108.98,116517.984,,,,17.736052,907.24506,,,,,,,
2025-07-15 05:00:00,117481.7,117761.3,116972.0,117325.3,7770.177,117751.9,119895.88,,122241.23,116023.19,,,,16.744139,895.45056,,,,,,,
2025-07-15 06:00:00,117325.2,117325.3,116724.6,117051.0,8759.999,117463.84,119661.18,,122221.5,115584.36,,,-121.434235,15.025785,865.9755,,,,,,,
2025-07-15 07:00:00,117051.0,117264.0,116371.0,116777.1,9244.232,117168.88,119416.664,,122241.07,115120.77,,,-101.38831,13.421229,868.678,,,,,,,
2025-07-15 08:00:00,116777.1,116871.0,116300.0,116766.5,6191.052,117080.34,119192.48,,122215.9,114740.36,,,-64.24799,13.35683,838.91016,,,,,,,
2025-07-15 09:00:00,116766.6,117229.9,116684.3,116764.9,5254.729,116936.96,118948.23,,122001.78,114503.75,,,-22.318134,13.345553,809.57916,,,,,,,
2025-07-15 10:00:00,116765.0,117222.2,116728.1,117055.0,3968.898,116882.9,118728.02,,121561.69,114504.55,,,39.848362,26.476196,778.03125,,,,,,,
2025-07-15 11:00:00,117055.0,117180.0,116331.7,117110.4,7919.67,116894.78,118535.19,,121044.47,114608.945,,,85.52155,28.877308,785.0581,,,,,,,
2025-07-15 12:00:00,117110.4,117458.6,116388.0,117193.1,15460.587,116977.98,118408.04,,120360.086,114890.26,,,119.66281,32.70477,813.6123,,,,,,,
2025-07-15 13:00:00,117193.0,118499.8,117132.6,118067.7,20404.584,117238.22,118303.6,,119663.74,115336.77,,,205.27438,59.557617,868.97107,,,,,,,
2025-07-15 14:00:00,118067.8,118439.2,115678.1,115979.6,27490.459,117081.16,118117.625,,119067.305,115436.24,,,72.141594,28.206814,1058.184,,,,,,,-1344.5813
2025-07-15 15:00:00,115979.6,116752.9,115750.1,116393.0,16274.557,116948.76,117964.64,,118729.83,115473.96,,,47.58238,35.989483,1052.6455,,,,,,,-1323.2782
2025-07-15 16:00:00,116393.1,117727.4,116360.9,117195.9,17571.016,116965.86,117834.92,,118383.586,115669.34,,,106.26631,48.611977,1084.031,,,,,,,-1227.4586
2025-07-15 17:00:00,117195.9,117577.1,117125.0,117415.6,5290.958,117010.36,117705.664,,118422.695,115659.72,,,150.40398,51.655365,1020.8379,,,,,,,-1120.8723
2025-07-15 18:00:00,117415.6,117436.3,116050.0,116723.3,15984.776,116741.48,117549.625,,118340.055,115634.01,,,110.34694,42.419594,1057.3842,,,,,,,-1079.8171
2025-07-15 19:00:00,116723.2,117230.7,116300.0,116428.9,6816.66,116831.34,117378.875,,118305.65,115540.35,,,66.07877,38.963352,1044.7157,,,,,,,-1058.8308
2025-07-15 20:00:00,116428.8,116715.9,116189.0,116410.0,4503.523,116834.74,117216.664,,118304.75,115449.68,,,46.00072,38.72702,992.93414,,,,,,,-1031.8297
2025-07-15 21:00:00,116410.0,117610.6,116339.8,117542.4,6033.652,116904.04,117125.42,,118436.7,115427.055,,,128.90498,56.970787,1020.7207,,,,,,,-908.58234
2025-07-15 22:00:00,117542.4,117849.0,117235.5,117807.7,4750.212,116982.46,117092.875,,118633.74,115378.76,,,181.27496,60.209064,979.99866,,,,,,,-780.5033
2025-07-15 23:00:00,117807.7,117965.6,117479.1,117738.5,4376.963,117185.5,117068.42,,118774.836,115376.75,,,185.85847,58.86105,930.6488,,,,,,,-676.78204
2025-07-16 00:00:00,117738.6,118193.6,117409.4,118114.5,5356.157,117522.62,117111.53,,119013.17,115289.77,,,201.00023,63.974056,916.0039,,,,,,,-557.8121
2025-07-16 01:00:00,118114.5,118208.6,117575.2,117726.7,3850.52,117785.96,117123.195,,119103.68,115287.305,,,158.14658,55.651337,887.7435,117296.555,117796.5,118296.445,,,,-489.18076
2025-07-16 02:00:00,117726.7,117768.9,117017.1,117335.1,5231.061,117744.5,117123.664,,119116.56,115294.7,,,91.869385,48.25546,874.1492,117367.266,117889.05,118410.836,114475.34,117367.266,0.3747258,-461.0738
2025-07-16 03:00:00,117335.0,117534.6,117223.7,117477.6,2568.177,117678.48,117143.98,,118965.98,115360.99,,,63.405746,51.01897,817.8242,117367.266,117889.05,118410.836,,,,-422.43076
2025-07-16 04:00:00,117477.7,117699.9,117252.2,117601.5,2441.156,117651.08,117183.234,,118840.78,115717.89,,,53.86963,53.53615,780.8118,117367.266,117889.05,118410.836,,,,-377.4571
2025-07-16 05:00:00,117601.5,118020.0,117601.5,117858.5,5014.165,117599.88,117235.234,,118828.98,115939.05,,,64.18817,58.675446,744.5806,117367.266,117889.05,118410.836,,,,-317.4184
2025-07-16 06:00:00,117858.5,118282.7,117737.5,118260.8,3344.112,117706.7,117306.47,,119030.56,115889.59,,,93.34013,65.620186,724.6426,117367.266,117889.05,118410.836,,,,-234.66989
2025-07-16 07:00:00,118260.8,118297.1,118017.2,118181.2,3768.6,117875.92,117360.09,,119170.87,115858.664,,,89.51719,63.16962,680.16833,117367.266,117889.05,118410.836,,,,-173.51402
2025-07-16 08:00:00,118181.2,118785.0,118113.6,118697.7,6497.925,118119.94,117435.68,,119396.36,115915.23,,,116.624626,71.28693,679.2915,118410.836,117889.05,117367.266,118410.836,121302.76,0.6828739,-82.42022
2025-07-16 09:00:00,118697.7,119204.0,118688.9,119188.9,9385.976,118437.42,117530.72,,119642.97,116062.91,,,152.0293,76.928665,662.8723,118410.836,117889.05,117367.266,118410.836,121302.76,0.79395735,29.072868
2025-07-16 10:00:00,119188.9,119299.9,118715.3,118716.9,5330.65,118609.1,117561.63,,119503.91,116531.52,123149.29,113786.45,110.853745,63.042107,655.0451,118410.836,117889.05,117367.266,118410.836,121302.76,0.6872159,78.44127
2025-07-16 11:00:00,118716.9,118898.2,118621.8,118755.1,3601.246,118707.96,117693.8,,119631.49,116577.18,122863.375,113943.375,77.88292,63.661465,617.1806,118438.336,117925.05,117411.766,118438.336,121283.17,0.69082046,119.27359
2025-07-16 12:00:00,118755.1,119055.0,118557.0,118579.3,5111.985,118787.58,117797.91,,119704.56,116614.336,122562.945,114110.51,35.28138,58.406185,605.2625,118552.9,118075.0,117597.1,118552.9,121201.6,0.6245185,135.88155
2025-07-16 13:00:00,118579.3,118907.8,118156.0,118651.3,11552.864,118778.3,117867.21,,119770.74,116678.56,122311.6,114248.92,12.240963,59.98455,619.91626,118552.9,118075.0,117597.1,118552.9,121201.6,0.6422963,153.08858
2025-07-16 14:00:00,118651.2,119230.0,118156.0,119019.8,10758.392,118744.48,117943.6,,119937.41,116641.22,121990.0,114455.55,23.993937,67.376526,665.32465,118552.9,118075.0,117597.1,118552.9,121201.6,0.73328394,194.22127
2025-07-16 15:00:00,119019.9,119786.7,118243.3,119056.0,25528.01,118812.3,118054.69,,120057.695,116710.836,121683.38,114657.24,24.416836,68.052895,753.1322,118606.0,118144.5,117683.0,118606.0,121163.79,0.7330606,227.12213
2025-07-16 16:00:00,119055.9,119293.5,118430.3,119250.0,7526.9,118911.28,118189.02,118512.59,120084.57,116957.516,121458.84,114805.375,31.647535,71.718864,764.139,118606.0,118144.5,117683.0,118606.0,121163.79,0.7826643,265.78668
2025-07-16 17:00:00,119249.9,119676.2,118924.1,119039.4,6620.246,119003.3,118314.234,118460.086,119999.26,117265.945,121388.55,114842.73,9.396412,62.618416,762.93506,118663.6,118219.9,117776.195,118663.6,121122.77,0.7179405,276.2505
2025-07-16 18:00:00,119039.4,119888.0,118836.0,119471.0,7001.121,119167.24,118406.07,118416.5,119996.54,117535.73,121303.07,114896.6,26.070839,71.319695,791.84155,118922.336,118558.55,118194.766,118922.336,120938.55,0.79597133,315.7301
2025-07-16 19:00:00,119471.0,119600.0,118780.0,119186.7,5914.548,119200.62,118471.734,118375.64,119893.22,117828.8,121237.56,114934.17,2.8301227,60.497715,794.6574,118922.336,118558.55,118194.766,118922.336,120938.55,0.70375293,320.38416
2025-07-16 20:00:00,119186.7,119914.9,118891.2,119886.2,5904.81,119366.66,118574.01,118339.79,120141.9,117812.31,121267.055,114915.91,40.476967,72.48315,817.56165,118922.336,118558.55,118194.766,118922.336,120938.55,0.9306497,376.18
2025-07-16 21:00:00,119886.2,120100.0,119150.6,119254.7,7455.082,119367.6,118628.305,118296.49,120046.84,118060.73,121202.195,114954.16,-2.1285825,54.929436,830.7455,118922.336,118558.55,118194.766,118922.336,120938.55,0.7258101,365.23163
2025-07-16 22:00:00,119254.7,119466.6,118557.0,118624.8,5601.091,119284.68,118671.07,118251.22,120058.11,118039.05,121067.45,115028.68,-76.84178,42.852577,838.6309,118194.766,118558.55,118922.336,,,,302.24326
2025-07-16 23:00:00,118624.8,118803.8,118359.4,118590.7,3801.154,119108.62,118730.86,118228.5,120061.57,117950.13,120942.05,115097.71,-110.65724,42.265675,799.2079,118322.445,118661.85,119001.25,,,,246.72878
2025-07-17 00:00:00,118590.7,119151.3,118582.3,118861.2,3356.278,119043.52,118796.75,118203.5,120054.125,117978.19,120825.836,115167.79,-96.93037,48.76032,776.1871,118340.06,118676.1,119012.14,,,,222.00116
2025-07-17 01:00:00,118861.2,119052.3,117663.6,118115.0,11598.861,118689.28,118821.2,118171.89,120191.914,117748.96,120693.77,115231.79,-141.27136,35.799488,837.43835,118439.31,118756.4,119073.49,116681.88,118439.31,0.2613129,140.57181
2025-07-17 02:00:00,118115.0,118497.8,117980.2,118302.0,4705.718,118498.74,118842.32,118148.62,120238.766,117662.49,120605.98,115273.33,-133.50047,40.428993,805.4545,118764.586,119182.15,119599.72,116450.27,118764.586,0.25127873,90.08932
2025-07-17 03:00:00,118302.0,118335.2,117700.0,118090.9,4686.341,118391.96,118834.23,118115.95,120332.96,117488.234,120589.28,115274.01,-132.46179,36.922443,788.4291,118764.586,119182.15,119599.72,116450.27,118764.586,0.19162405,32.670956
2025-07-17 04:00:00,118090.8,118466.0,117923.0,118465.9,2857.481,118367.0,118847.79,118086.234,120326.445,117415.625,120599.12,115272.734,-87.93529,46.53326,763.88617,118764.586,119182.15,119599.72,116450.27,118764.586,0.29759517,17.227274
2025-07-17 05:00:00,118465.9,118620.0,118182.9,118550.0,2488.448,118304.76,118840.75,118060.336,120300.35,117369.44,120620.23,115305.26,-50.43752,48.583023,731.2075,118764.586,119182.15,119599.72,116450.27,118764.586,0.32136095,11.640032
2025-07-17 06:00:00,118550.0,118763.4,118307.6,118439.3,4031.805,118369.62,118805.055,118032.21,120229.96,117324.01,120638.69,115325.09,-35.38216,45.881813,703.6668,118764.586,119182.15,119599.72,116450.27,118764.586,0.29007828,-1.7008564
2025-07-17 07:00:00,118439.3,118548.0,117810.4,118293.9,6460.573,118368.0,118784.914,118005.02,120201.42,117246.05,120647.26,115355.266,-34.929306,42.279606,707.0601,118764.586,119182.15,119599.72,116450.27,118764.586,0.24898975,-23.732597
2025-07-17 08:00:00,118293.8,118408.2,118065.7,118313.6,3661.316,118412.54,118763.89,117984.58,120020.07,117262.055,120646.68,115406.35,-28.158426,42.98714,670.6041,118764.586,119182.15,119599.72,116450.27,118764.586,0.25455675,-39.151966
2025-07-17 09:00:00,118313.6,119216.4,118221.8,118758.6,6982.323,118471.08,118772.43,117989.35,119925.53,117295.44,120651.875,115480.42,14.133062,56.907795,703.0037,118764.586,119182.15,119599.72,116450.27,118764.586,0.38030916,-15.287914
2025-07-17 10:00:00,118758.6,118867.9,118210.0,118331.2,4606.525,118427.32,118757.19,117990.766,119353.93,117644.9,120630.234,115564.64,-0.17606622,44.682804,698.49335,118764.586,119182.15,119599.72,116450.27,118764.586,0.25953034,-30.511374
2025-07-17 11:00:00,118331.2,118389.9,117915.2,117968.9,4274.359,118333.24,118707.14,118004.336,119110.42,117704.72,120596.305,115646.734,-33.993374,36.85331,676.114,118764.586,119182.15,119599.72,116450.27,118764.586,0.15714811,-70.9923
2025-07-17 12:00:00,117968.8,118180.1,117412.8,117853.3,10574.299,118245.12,118649.875,118010.97,119139.99,117564.94,120576.625,115698.34,-53.405094,34.59666,685.2326,118764.586,119182.15,119599.72,116450.27,118764.586,0.12448074,-111.12075
2025-07-17 13:00:00,117853.3,118443.0,117514.8,118261.6,8899.887,118234.72,118602.805,118027.69,119095.484,117562.43,120563.89,115757.13,-22.596827,47.774357,709.52936,118764.586,119182.15,119599.72,116450.27,118764.586,0.2398621,-108.72315
2025-07-17 14:00:00,118261.2,118837.9,118110.5,118752.9,7711.66,118233.58,118589.164,118058.08,119047.17,117595.27,120573.58,115809.836,34.555004,59.28931,711.3164,118764.586,119182.15,119599.72,116450.27,118764.586,0.37869838,-66.41365
2025-07-17 15:00:00,118752.9,119100.0,118315.8,118875.0,6299.714,118342.34,118560.78,118095.54,119185.64,117565.375,120604.625,115811.08,68.18722,61.7355,718.60474,118764.586,119182.15,119599.72,,,,-22.768164
2025-07-17 16:00:00,118875.0,118952.2,118293.6,118550.3,4951.029,118458.62,118530.48,118127.39,119210.77,117575.71,120480.875,116037.66,51.60433,52.035065,712.6043,118764.586,119182.15,119599.72,116450.27,118764.586,0.32144573,-14.215508
2025-07-17 17:00:00,118550.3,119346.9,118482.9,119255.3,5433.795,118739.02,118500.43,118171.87,119471.55,117481.28,120438.836,116194.19,93.55041,65.69092,727.74384,118764.586,119182.15,119599.72,,,,48.88661
2025-07-17 18:00:00,119255.4,119787.7,119186.3,119582.5,7676.379,119003.2,118516.04,118217.0,119840.055,117272.29,120495.47,116233.016,127.55677,70.2735,715.1095,119599.72,119182.15,118764.586,119182.15,119599.72,0.61313474,123.869896
2025-07-17 19:00:00,119582.4,119879.1,118800.0,118948.8,6010.215,119042.38,118531.47,118249.83,119900.4,117268.914,120502.945,116286.875,77.98369,53.98183,751.50854,118652.05,119091.1,119530.16,,,,130.6543
2025-07-17 20:00:00,118948.8,119440.8,118343.2,119428.8,8034.093,119153.14,118571.38,118289.75,120101.63,117209.04,120483.66,116414.38,81.66311,61.806526,786.1177,118652.05,119091.1,119530.16,,,,172.77138
2025-07-17 21:00:00,119428.8,120951.5,119410.5,120254.8,25117.477,119494.04,118637.74,118328.805,120623.21,116967.586,120515.25,116535.82,135.95985,71.52649,861.6059,119530.16,119091.1,118652.05,119530.16,121963.555,0.81275535,269.69193
2025-07-17 22:00:00,120254.8,120706.1,119451.3,119767.8,7949.118,119596.54,118716.445,118396.45,120814.26,116984.28,120449.03,116736.35,103.95108,60.87083,900.9253,119530.16,119091.1,118652.05,119530.16,121963.555,0.6818695,303.7044
2025-07-17 23:00:00,119767.8,119883.3,119155.0,119176.6,5906.707,119515.36,118758.09,118446.16,120850.87,117007.39,120445.68,116805.07,26.710371,50.265263,883.6628,118635.85,119078.0,119520.15,,,,279.73007
2025-07-18 00:00:00,119176.5,119785.1,119003.8,119735.8,5432.925,119672.76,118836.42,118491.516,120974.05,117084.87,120505.984,116821.9,27.010395,58.28556,873.4265,119483.82,119030.45,118577.086,119483.82,121996.555,0.6835845,302.36752
2025-07-18 01:00:00,119735.9,120799.0,119636.0,120346.1,9617.189,119856.22,118925.96,118543.84,121174.21,117224.305,120637.44,116794.74,67.02319,65.3917,902.38385,119361.39,118870.2,118379.016,119361.39,122083.73,0.85456204,365.34253
2025-07-18 02:00:00,120346.1,120400.0,119862.0,120075.2,4249.826,119820.3,118998.586,118603.7,121115.79,117600.14,120735.3,116775.31,51.54823,60.0906,865.9455,119361.39,118870.2,118379.016,119361.39,122083.73,0.78948253,388.90823
2025-07-18 03:00:00,120075.3,120492.2,119926.0,120212.8,3419.823,119909.3,119083.04,118671.27,121127.91,117866.766,120823.32,116786.734,43.590263,61.919952,835.97095,119361.39,118870.2,118379.016,119361.39,122083.73,0.8225388,413.91602
2025-07-18 04:00:00,120212.8,120478.9,119726.5,120387.8,3702.589,120151.54,119182.75,118742.305,121253.164,117975.06,120890.73,116841.43,42.626762,64.34494,827.61383,119361.39,118870.2,118379.016,119361.39,122083.73,0.86457986,442.7521
2025-07-18 05:00:00,120387.8,120628.6,120165.3,120588.3,5460.887,120322.04,119291.07,118796.695,121409.37,118063.62,120986.55,116870.04,46.67688,67.14185,791.18243,119361.39,118870.2,118379.016,119361.39,122083.73,0.91274685,476.2932
2025-07-18 06:00:00,120588.3,120846.1,120076.9,120238.5,4624.484,120300.52,119361.54,118840.1,121274.92,118439.234,121032.06,116930.01,9.30697,57.89763,788.9842,119361.39,118870.2,118379.016,119361.39,122083.73,0.8287128,469.23972
2025-07-18 07:00:00,120238.6,120375.7,119300.0,119356.6,7977.613,120156.8,119410.37,118868.99,121258.97,118469.66,121015.4,117006.59,-84.470345,41.20914,817.65576,119361.39,118870.2,118379.016,118870.2,119361.39,0.61685,388.01505
2025-07-18 08:00:00,119356.5,119483.2,118384.6,118637.3,12184.207,119841.7,119442.195,118878.33,121450.73,118142.875,121005.59,117031.46,-180.11208,32.339165,845.7502,118379.016,118870.2,119361.39,,,,262.57556
2025-07-18 09:00:00,118637.3,119000.0,118450.0,118885.0,6890.817,119541.14,119491.32,118899.016,121465.695,118118.8,120991.125,117074.08,-188.6286,37.724457,816.1752,118379.016,118870.2,119361.39,,,,181.06403
2025-07-18 10:00:00,118885.0,119266.0,118503.4,119240.1,4915.333,119271.5,119537.92,118933.03,121481.47,118076.06,120998.86,117088.04,-145.88335,45.040646,810.8177,118379.016,118870.2,119361.39,,,,143.46535
2025-07-18 11:00:00,119240.2,119292.0,118775.1,119175.5,3056.754,119058.9,119558.04,118963.35,121413.57,117989.77,120998.44,117087.92,-115.94291,43.944912,781.4259,118379.016,118870.2,119361.39,,,,107.2195
2025-07-18 12:00:00,119175.5,119519.8,119126.2,119428.5,3513.583,119073.28,119584.4,118995.98,121399.81,117955.06,121013.99,117100.836,-69.77675,49.552483,742.6433,119361.39,118870.2,118379.016,119361.39,122083.73,0.6341229,97.78221
2025-07-18 13:00:00,119428.6,119440.4,118500.0,118766.8,10681.695,119099.18,119594.71,119012.195,121463.44,117832.89,121013.94,117101.35,-92.25998,37.964153,762.419,118379.016,118870.2,119361.39,,,,36.488815
2025-07-18 14:00:00,118766.9,119250.0,117230.7,118123.8,23731.701,118946.94,119540.83,119009.75,121661.69,117404.36,121031.19,117065.89,-141.78517,30.008205,888.10706,118379.016,118870.2,119361.39,115656.67,118379.016,0.320689,-63.242355
2025-07-18 15:00:00,118123.9,118255.3,117430.0,117830.0,8606.272,118664.92,119457.375,119003.48,121712.96,116993.64,121067.87,116996.36,-169.7301,26.99275,881.82635,118379.016,118870.2,119361.39,115656.67,118379.016,0.2501081,-164.09564
2025-07-18 16:00:00,117830.1,118053.5,117460.0,117543.5,5742.115,118338.52,119390.46,118982.87,121799.31,116545.62,121123.24,116881.93,-182.5021,24.223457,852.9937,118379.016,118870.2,119361.39,115656.67,118379.016,0.18128093,-264.0964
2025-07-18 17:00:00,117543.5,117983.8,117328.6,117580.0,5653.631,117968.82,119302.42,118954.14,121715.055,116253.76,121168.15,116777.984,-160.13281,25.361607,833.21436,118379.016,118870.2,119361.39,115656.67,118379.016,0.19004948,-336.52325
2025-07-18 18:00:00,117580.0,117716.3,117204.5,117297.9,3325.602,117675.04,119161.62,118928.8,121514.76,116012.64,121225.18,116642.87,-147.66995,22.336527,801.07294,118338.75,118817.5,119296.25,115685.34,118338.75,0.12545598,-411.9366
