open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,Stoch_SlowK,Stoch_SlowD,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ext_1.272,Fib_Trend,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,ATR,ATR_Long,ADX,OBV
2025-07-17 22:30:00,120077.6,120272.5,120077.4,120162.0,940.763,113055060.0,120245.73,119661.88,118881.375,257.9706,319.16562,-61.194992,56.19643,58.30201,121063.41,119825.07,118586.73,120587.58,58.517708,67.10386,120335.94,119955.13,119647.35,119339.57,118901.375,121660.96,uptrend,fib_golden_zone,119955.13,121660.96,500.08752,439.5925,37.558548,6212.677
2025-07-17 22:45:00,120162.1,120336.4,119451.3,119767.8,3249.944,389367100.0,120288.1,119714.81,118903.695,139.03711,259.12277,-120.08567,46.03212,54.22703,121038.72,119893.32,118747.914,120600.65,41.082092,55.125328,118958.76,119339.57,119647.35,119955.13,120393.32,121660.96,neutral,neutral,,,548.2141,460.80713,33.369328,2962.733
2025-07-17 23:00:00,119767.8,119878.4,119569.8,119711.0,1406.856,168466960.0,120240.11,119736.51,118914.195,53.635242,190.62694,-136.9917,44.673805,53.659603,120949.49,119972.47,118995.445,120619.98,29.139149,42.912983,118958.76,119339.57,119647.35,119955.13,120393.32,121660.96,neutral,neutral,,,518.2623,453.55917,29.703762,1555.877
2025-07-17 23:15:00,119711.1,119883.3,119428.4,119608.0,1998.507,239022700.0,120078.6,119755.64,118925.64,-17.338932,121.30498,-138.6439,42.048805,52.611385,120876.516,120022.836,119169.16,120630.57,17.406147,29.20913,118958.76,119339.57,119647.35,119955.13,120393.32,121660.96,neutral,neutral,,,510.34204,453.62305,26.525816,-442.63
2025-07-17 23:30:00,119608.0,119665.6,119250.0,119360.1,1084.68,129573030.0,119921.71,119740.055,118936.58,-104.28899,46.10699,-150.39598,36.09365,50.136322,120855.06,120034.39,119213.72,120623.58,12.894183,19.81316,118958.76,119339.57,119647.35,119955.13,120393.32,117633.74,downtrend,fib_382_reject,119339.57,119647.35,498.49927,451.8124,24.982746,-1527.31
2025-07-17 23:45:00,119360.1,119470.5,119155.0,119176.6,1416.664,168986030.0,119786.94,119716.42,118946.78,-183.96097,-30.58233,-153.37865,32.160275,48.367798,120891.85,120013.375,119134.9,120606.46,7.507294,12.602542,118958.76,119339.57,119647.35,119955.13,120393.32,117633.74,downtrend,neutral,117633.74,119339.57,475.62436,445.32135,24.267862,-2943.974
2025-07-18 00:00:00,119176.5,119370.0,119003.8,119037.6,1206.858,143806640.0,119612.586,119690.48,118955.64,-247.20396,-102.78954,-144.41443,29.335087,47.047817,120926.195,119925.266,118924.34,120580.63,3.830083,8.077187,119144.56,119489.87,119768.95,120048.03,120445.37,117943.09,downtrend,neutral,117943.09,119489.87,461.94632,441.55365,24.623762,-4150.832
2025-07-18 00:15:00,119037.6,119592.1,119037.5,119482.0,1339.373,159849040.0,119538.14,119675.4,118977.54,-186.92358,-130.83423,-56.08936,46.775154,51.491817,120674.89,119807.09,118939.29,120560.664,13.271231,8.202869,119460.33,119745.29,119975.6,120205.914,120533.81,118468.81,downtrend,neutral,118468.81,119745.29,473.52805,446.93683,22.70521,-2811.459
2025-07-18 00:30:00,119481.9,119749.8,119478.0,119731.5,1541.23,184361440.0,119484.33,119679.27,119003.0,-96.05272,-119.24039,23.187672,54.18186,53.77857,120482.266,119733.45,118984.63,120565.72,40.387108,19.162807,119463.46,119747.82,119977.65,120207.48,120534.695,118474.02,downtrend,fib_382_reject,118474.02,119747.82,448.31204,438.597,20.104195,-1270.229
2025-07-18 00:45:00,119731.5,119785.1,119500.0,119735.8,1345.464,161002860.0,119480.33,119691.01,119030.5,-38.73352,-92.40476,53.671246,54.309704,53.817966,120383.945,119690.2,118996.45,120555.414,67.284676,40.31434,119463.46,119747.82,119977.65,120207.48,120534.695,118474.02,downtrend,fib_382_reject,118474.02,119747.82,427.91052,431.2876,18.140873,75.235
2025-07-18 01:00:00,119735.9,120485.8,119636.0,120259.7,3385.753,406545920.0,119548.914,119753.43,119068.72,95.655235,-29.718098,125.37334,67.284966,58.35859,120323.45,119675.805,119028.164,120573.945,83.57096,63.747585,120491.84,120207.48,119977.65,119747.82,119420.61,121481.27,uptrend,fib_golden_zone,120207.48,121481.27,480.6467,451.21677,20.801277,3460.988
2025-07-18 01:15:00,120259.7,120441.9,120010.4,120167.8,2252.317,270721020.0,119618.89,119820.414,119105.5,150.38904,30.317614,120.07143,63.58932,57.32056,120347.42,119683.33,119019.23,120607.18,82.17174,77.6758,120476.03,120194.69,119967.3,119739.914,119416.18,121454.945,uptrend,fib_618_bounce,119967.3,120194.69,474.50336,450.27786,23.129131,1208.671
2025-07-18 01:30:00,120167.8,120799.0,120032.3,120374.5,3126.784,376693600.0,119745.69,119885.695,119149.234,213.87553,91.503586,122.37195,68.176,59.04111,120413.164,119701.03,118988.9,120655.82,79.879906,81.8742,120375.336,120113.234,119901.4,119689.56,119387.98,121287.3,uptrend,fib_golden_zone,120113.234,121287.3,511.02795,465.34558,26.65058,4335.455
2025-07-18 01:45:00,120374.5,120473.2,120250.0,120346.1,852.335,102569930.0,119891.875,119939.25,119195.47,234.55946,139.18889,95.37059,66.82659,58.69972,120530.734,119749.23,118967.72,120698.2,76.39503,79.48222,120375.336,120113.234,119901.4,119689.56,119387.98,121287.3,uptrend,fib_golden_zone,120113.234,121287.3,475.04947,453.81485,29.731846,3483.12
2025-07-18 02:00:00,120346.1,120362.5,119911.2,120100.0,1565.526,188050220.0,120024.67,119971.21,119243.375,188.33318,155.57031,32.762856,55.684074,55.765804,120581.75,119781.64,118981.53,120718.21,65.90937,74.06143,120375.336,120113.234,119901.4,119689.56,119387.98,121287.3,uptrend,fib_618_bounce,119901.4,120113.234,472.08078,453.6951,28.731165,1917.594
2025-07-18 02:15:00,120100.0,120314.8,119862.0,120215.5,1185.485,142336100.0,120116.36,119976.96,119284.125,174.94989,162.03017,12.919722,59.391464,56.82912,120653.58,119832.266,119010.95,120747.44,58.818443,67.04095,120375.336,120113.234,119901.4,119689.56,119387.98,121287.3,uptrend,fib_golden_zone,120113.234,121287.3,469.6707,453.65247,27.377472,3103.079
2025-07-18 02:30:00,120215.5,120400.0,120114.4,120272.7,875.167,105267704.0,120184.016,119947.08,119328.11,169.8666,164.64232,5.224284,61.263813,57.36209,120713.3,119908.32,119103.336,120775.586,52.30424,59.010685,120411.32,120142.34,119924.95,119707.56,119398.055,121347.2,uptrend,fib_golden_zone,120142.34,121347.2,446.66183,445.64996,26.793795,3978.246
2025-07-18 02:45:00,120272.7,120276.0,120053.2,120075.2,623.648,74929650.0,120226.44,119921.37,119368.85,121.25392,150.17952,-28.925592,51.6675,54.904655,120685.19,119983.2,119281.21,120791.79,44.19355,51.772076,119438.586,119707.56,119924.95,120142.34,120451.85,121347.2,neutral,neutral,,,418.6791,435.03806,25.579699,3354.598
2025-07-18 03:00:00,120075.3,120149.9,119926.0,120084.6,973.775,116872744.0,120204.55,119913.266,119408.76,89.49174,129.95026,-40.458523,52.08426,55.000996,120549.484,120070.45,119591.414,120808.29,33.752163,43.41665,119438.586,119707.56,119924.95,120142.34,120451.85,121347.2,neutral,neutral,,,394.33173,424.98386,23.079802,4328.373
2025-07-18 03:15:00,120084.7,120216.7,119974.0,120046.8,808.471,97108616.0,120189.42,119894.9,119452.57,59.880398,106.593636,-46.713238,50.059185,54.509296,120476.625,120117.516,119758.414,120798.45,25.581913,34.50921,119438.586,119707.56,119924.95,120142.34,120451.85,121347.2,neutral,neutral,,,375.37775,416.30368,21.549452,3519.902
2025-07-18 03:30:00,120046.8,120324.0,119986.7,120324.0,754.223,90642310.0,120183.11,119906.63,119490.06,92.90819,102.03182,-9.1236315,62.525085,57.439064,120470.76,120166.89,119863.02,120780.14,46.62196,35.31868,120411.32,120142.34,119924.95,119707.56,119398.055,121347.2,uptrend,fib_golden_zone,120142.34,121347.2,370.61804,412.5416,21.243835,4274.125
2025-07-18 03:45:00,120324.0,120492.2,120160.0,120212.8,883.354,106310110.0,120166.45,119909.055,119521.91,86.17606,96.74657,-10.570507,55.984802,55.92203,120400.57,120206.64,120012.71,120764.875,57.258026,43.153965,120411.32,120142.34,119924.95,119707.56,119398.055,121347.2,uptrend,fib_golden_zone,120142.34,121347.2,365.8158,408.71582,22.41688,3390.771
2025-07-18 04:00:00,120212.8,120221.4,119726.5,119873.9,1381.558,165696270.0,120138.19,119914.1,119542.984,13.673126,69.05542,-55.382294,40.80747,51.564007,120426.27,120174.49,119922.71,120746.375,53.59628,52.49209,119464.33,119728.38,119941.8,120155.21,120459.06,121338.04,neutral,neutral,,,381.95132,412.81982,20.612461,2009.213
2025-07-18 04:15:00,119874.0,120076.9,119818.0,120076.9,650.1,77951530.0,120120.86,119931.53,119570.75,10.258444,49.45643,-39.197983,50.235413,53.827126,120423.37,120166.914,119910.46,120743.69,40.225758,50.36002,119664.88,119890.61,120073.05,120255.49,120515.234,121266.64,neutral,neutral,,,366.5699,405.4903,19.033596,2659.313
2025-07-18 04:30:00,120076.8,120312.1,120070.8,120262.1,895.025,107596020.0,120119.54,119962.68,119598.195,43.09489,47.335915,-4.2410254,57.449005,55.80521,120394.81,120157.55,119920.28,120753.15,44.987156,46.26973,120464.87,120229.016,120038.4,119847.78,119576.4,121285.49,uptrend,fib_golden_zone,120229.016,121285.49,350.91116,397.67172,17.994257,3554.338
2025-07-18 04:45:00,120262.1,120478.9,120262.0,120387.8,775.906,93422720.0,120158.61,120011.62,119633.91,83.74929,59.47371,24.275585,61.830196,57.114548,120407.945,120161.02,119914.1,120686.72,67.35884,50.857254,120428.57,120170.266,119961.5,119752.734,119455.51,121327.32,uptrend,fib_golden_zone,120170.266,121327.32,334.15976,389.06354,18.458496,4330.244
2025-07-18 05:00:00,120387.8,120628.6,120165.3,120545.3,2320.654,279315230.0,120216.2,120076.79,119670.94,132.99232,83.97991,49.012405,66.82367,58.723408,120506.96,120198.13,119889.305,120677.984,82.36016,64.902054,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,neutral,119905.805,121515.625,350.3023,392.5986,19.961737,6650.898
2025-07-18 05:15:00,120545.3,120609.4,120366.0,120537.1,1078.788,130010180.0,120277.484,120148.195,119697.29,153.23631,107.065384,46.170937,66.29686,58.60322,120577.055,120224.93,119872.81,120704.664,88.99614,79.57172,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,neutral,119905.805,121515.625,336.9395,385.49393,21.277073,5572.11
2025-07-18 05:30:00,120537.0,120545.0,120264.5,120267.6,768.969,92582630.0,120270.44,120185.6,119722.61,106.17402,106.76826,-0.5942422,50.90808,54.73725,120576.45,120224.51,119872.56,120690.39,80.20175,83.852684,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,fib_golden_zone,119905.805,121515.625,329.88458,380.4942,20.955053,4803.141
2025-07-18 05:45:00,120267.7,120626.2,120267.6,120588.3,1292.476,155730560.0,120317.375,120226.41,119757.734,135.31108,116.28253,19.02855,62.872547,58.184,120651.52,120267.266,119883.01,120732.48,81.62254,83.60681,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,neutral,119905.805,121515.625,333.474,379.45163,21.448353,6095.617
2025-07-18 06:00:00,120588.3,120846.1,120289.5,120419.7,2350.703,283423260.0,120385.6,120258.97,119791.72,113.40316,115.32275,-1.9195802,54.696423,55.836864,120672.54,120295.195,119917.84,120751.25,66.67086,76.165054,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,neutral,119905.805,121515.625,361.36475,387.88727,23.6727,3744.914
2025-07-18 06:15:00,120419.7,120419.8,120153.8,120153.9,785.812,94508960.0,120395.23,120253.93,119822.74,44.85563,91.83371,-46.978077,44.13909,52.341698,120665.87,120304.12,119942.37,120759.414,46.681583,64.99166,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,fib_golden_zone,119905.805,121515.625,349.44415,382.0831,23.553036,2959.102
2025-07-18 06:30:00,120153.8,120296.0,120076.9,120265.6,843.301,101367190.0,120395.664,120258.59,119853.93,24.825819,69.49774,-44.671925,48.96834,53.62267,120661.305,120299.25,119937.195,120772.086,23.182787,45.51174,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,fib_golden_zone,119905.805,121515.625,333.15112,374.32202,22.353304,3802.403
2025-07-18 06:45:00,120265.6,120463.2,120231.6,120238.5,644.668,77586540.0,120377.0,120252.12,119878.195,7.036127,48.677204,-41.64108,47.798706,53.258007,120662.01,120301.39,119940.77,120778.125,15.185089,28.34982,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,fib_golden_zone,119905.805,121515.625,320.45724,367.52573,22.923977,3157.735
2025-07-18 07:00:00,120238.6,120375.7,119999.9,120081.3,933.133,112147100.0,120319.0,120239.51,119903.414,-33.407322,21.315697,-54.72302,41.14739,51.139767,120623.33,120318.67,120014.02,120758.06,18.386766,18.918213,120265.19,119905.805,119615.35,119324.89,118911.36,121515.625,uptrend,fib_golden_zone,119905.805,121515.625,327.3751,367.91974,20.367113,2224.602
2025-07-18 07:15:00,120081.3,120081.4,119625.4,119666.6,2132.426,255500780.0,120210.19,120218.87,119921.78,-133.91751,-30.428709,-103.48881,28.809204,46.064835,120718.125,120284.484,119850.836,120714.51,11.334476,14.968777,118965.516,119324.89,119615.35,119905.805,120319.336,121515.625,neutral,neutral,,,343.45322,372.11404,20.87427,92.176
2025-07-18 07:30:00,119666.5,119867.7,119641.6,119852.8,1538.022,184152880.0,120158.336,120201.59,119932.64,-149.50822,-70.12188,-79.386345,38.473373,48.47541,120734.586,120250.375,119766.164,120625.805,10.541081,13.420774,118965.516,119324.89,119615.35,119905.805,120319.336,121515.625,neutral,neutral,,,328.78406,365.16098,21.318031,1630.198
2025-07-18 07:45:00,119852.8,119852.9,119300.0,119356.6,3374.032,403311800.0,120004.375,120157.97,119935.375,-245.81204,-128.68527,-117.12678,27.054855,43.08699,120813.375,120164.445,119515.51,120642.266,8.956552,10.2773695,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,fib_382_reject,119324.89,119615.35,356.79855,374.10092,23.956598,-1743.834
2025-07-18 08:00:00,119356.5,119483.2,119230.7,119260.2,2460.638,293644320.0,119859.44,120119.164,119927.61,-307.49936,-188.28996,-119.2094,25.349606,42.13165,120809.39,120057.35,119305.31,120689.516,8.629351,9.375661,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,343.76123,368.31042,26.641993,-4204.472
2025-07-18 08:15:00,119260.2,119425.9,119076.9,119130.2,1884.993,224792370.0,119731.48,120073.71,119917.74,-352.86835,-243.14943,-109.71892,23.062616,40.849167,120771.36,119940.11,119108.86,120745.68,3.7013876,7.095763,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,344.41608,367.39087,29.790949,-6089.465
2025-07-18 08:30:00,119130.1,119130.1,118384.6,118460.9,5555.819,659494900.0,119505.89,119998.195,119897.35,-489.47592,-325.25827,-164.21767,14.957294,35.077084,120875.53,119789.55,118703.57,120879.17,3.3567762,5.2291713,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,394.56406,385.40082,34.810802,-11645.284
2025-07-18 08:45:00,118460.9,118731.2,118412.5,118637.3,2282.757,270616860.0,119305.734,119917.875,119876.234,-510.62903,-387.04852,-123.58051,23.251179,37.520264,120758.305,119626.97,118495.63,120945.484,7.523186,4.86045,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,385.08105,382.2246,39.20317,-9362.527
2025-07-18 09:00:00,118637.3,118904.0,118450.0,118842.5,2064.539,245044270.0,119150.89,119852.625,119861.555,-459.31516,-411.1374,-48.177746,32.222054,40.26593,120600.266,119495.53,118390.805,120957.3,16.533104,9.137689,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,393.69592,385.6425,40.726147,-7297.988
2025-07-18 09:15:00,118842.5,118847.4,118550.0,118649.7,2172.202,257872340.0,119023.77,119794.33,119846.29,-444.84457,-422.3731,-22.471455,28.562443,38.592785,120486.27,119370.18,118254.09,120975.75,21.274052,15.110113,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,381.65894,381.44046,42.05875,-9470.19
2025-07-18 09:30:00,118649.6,118909.7,118640.0,118813.1,926.666,110066140.0,118893.81,119734.15,119843.82,-384.2688,-409.6717,25.402884,35.774826,40.782467,120281.375,119249.14,118216.91,120985.42,29.3112,22.372786,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,367.66406,376.11948,42.299084,-8543.524
2025-07-18 09:45:00,118813.1,119000.0,118808.3,118885.0,1727.41,205429900.0,118834.86,119668.57,119846.07,-317.6603,-379.00122,61.34091,38.939552,41.742268,120028.43,119136.35,118244.27,120976.18,35.03813,28.541128,118965.516,119324.89,119615.35,119905.805,120319.336,117715.07,downtrend,neutral,117715.07,119324.89,345.66855,367.3376,41.160294,-6816.114
2025-07-18 10:00:00,118885.0,118939.0,118660.0,118680.9,944.21,112143660.0,118762.45,119587.29,119840.2,-303.34784,-353.78342,50.435596,33.47654,39.81864,119772.375,119019.65,118266.93,120967.3,42.268215,35.53918,118875.15,119178.625,119423.9,119669.17,120018.38,117819.22,downtrend,neutral,117819.22,119178.625,337.335,363.13104,41.1939,-7760.324
2025-07-18 10:15:00,118680.8,118899.8,118503.4,118796.7,1420.95,168622140.0,118720.766,119504.02,119832.48,-258.667,-322.07794,63.410957,39.129314,41.42669,119617.96,118947.16,118276.35,120958.26,51.0654,42.79058,118875.15,119178.625,119423.9,119669.17,120018.38,117819.22,downtrend,neutral,117819.22,119178.625,344.7181,364.71527,42.171883,-6339.374
2025-07-18 10:30:00,118796.7,118929.5,118750.2,118929.5,865.172,102827790.0,118779.336,119427.47,119823.4,-195.52237,-279.89276,84.370384,45.343254,43.25253,119327.85,118870.22,118412.58,120938.35,64.10757,52.480392,118875.15,119178.625,119423.9,119669.17,120018.38,117819.22,downtrend,neutral,117819.22,119178.625,324.04086,355.886,42.518806,-5474.202
2025-07-18 10:45:00,118929.5,119266.0,118888.5,119240.1,1685.001,200662660.0,118854.69,119378.54,119807.86,-90.96723,-216.91759,125.95035,57.251114,47.287746,119287.35,118860.51,118433.664,120912.695,83.06043,66.0778,118354.38,118740.66,119052.85,119365.04,119809.52,121095.33,neutral,neutral,,,330.72324,356.91522,38.088367,-3789.201
2025-07-18 11:00:00,119240.2,119292.0,118980.6,118980.8,879.806,104812856.0,118871.98,119301.99,119772.96,-76.28014,-170.03844,93.75829,47.229244,44.513153,119213.01,118837.23,118461.445,120864.83,81.44107,76.20302,119408.63,118992.43,118656.05,118319.664,117840.75,120856.79,uptrend,fib_618_bounce,118656.05,118992.43,328.30783,354.74783,33.909893,-4669.007
2025-07-18 11:15:00,118980.8,119039.7,118775.1,118890.3,769.713,91499540.0,118902.05,119229.164,119741.6,-81.49323,-140.52336,59.030136,44.086807,43.576164,119160.016,118817.234,118474.45,120824.086,68.73434,77.74528,119245.37,118860.37,118549.2,118238.03,117795.016,120584.96,uptrend,fib_618_bounce,118860.37,120584.96,320.34436,350.45508,32.270573,-5438.72
2025-07-18 11:30:00,118890.3,119129.8,118786.9,119104.0,972.161,115675080.0,118938.414,119179.17,119720.68,-39.886745,-106.97783,67.09108,52.74801,46.374886,119180.85,118870.83,118560.8,120802.18,61.919857,70.69842,119234.06,118851.22,118541.8,118232.38,117791.85,120566.14,uptrend,fib_golden_zone,118851.22,120566.14,323.16382,350.0953,29.655832,-4466.559
