open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,成交笔数,主动买入量,主动买入额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,RSI,RSI_Secondary,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,BB_Long_Middle,BB_Long_Lower,Stoch_SlowK,Stoch_SlowD,OBV,ATR,ATR_Long,ATR_Ratio,ADX
2025-07-17 20:30:00,119003.7,119390.0,118999.7,119221.4,1263,150585300,37132,636,75832430,119306.95,119080.93,118587.73,-15.8523,52.6788,-68.5311,52.2,54.09,53.94,119938.85,119356.45,118774.06,119800.67,118863.3,117925.94,42.4637,32.9053,-14535,415.54,381.48,1.0893,31.0503
2025-07-17 20:45:00,119221.5,119440.8,119076.9,119428.8,1291,153890910,24069,834,99466560,119287.73,119097.19,118613.0,40.6473,48.6683,-8.021,58.36,57.11,56.01,119951.56,119370.91,118790.25,119810.34,118914.6,118018.87,57.1864,42.5503,-13244,409.08,380.64,1.0747,28.1845
2025-07-17 21:00:00,119428.8,120145.9,119410.5,120094.9,7681,920671170,101639,4864,583023740,119324.77,119155.27,118652.77,197.8734,98.4033,99.47,71.93,65.07,61.81,120118.46,119444.97,118771.48,119865.31,118996.52,118127.74,75.2442,58.2981,-5563,449.87,397.53,1.1317,27.9721
2025-07-17 21:15:00,120095.0,120951.5,120094.9,120900.1,9397,1132973400,135197,5388,649576100,119481.02,119262.1,118695.84,431.6657,209.4908,222.1749,80.77,71.87,67.28,120534.12,119546.02,118557.93,120115.38,119084.48,118053.59,88.8612,73.764,3833,500.71,419.39,1.1939,30.495
2025-07-17 21:30:00,120900.0,120930.8,120033.4,120615.2,6635,799413200,103619,3391,408584740,119621.75,119360.43,118738.06,490.4392,303.1403,187.2989,71.48,66.91,63.88,120747.34,119624.55,118501.76,120277.51,119156.27,118035.02,94.1023,86.0692,-2801,550.3,442.16,1.2446,32.2382
2025-07-17 21:45:00,120615.2,120752.1,120177.0,120254.8,1405,169276060,34376,574,69113610,119785.0,119446.48,118776.95,432.0222,346.1009,85.9213,61.11,61.16,59.86,120845.59,119680.58,118515.56,120372.91,119207.6,118042.3,85.2261,89.3966,-4206,553.4,448.49,1.2339,33.7634
2025-07-17 22:00:00,120254.8,120450.0,120112.5,120432.4,1729,207934600,37409,865,103993410,119993.9,119536.1,118816.88,411.8971,368.033,43.8641,64.1,62.85,61.13,120956.93,119733.38,118509.84,120478.84,119270.37,118061.89,77.0177,85.4487,-2477,526.41,443.2,1.1877,34.4986
2025-07-17 22:15:00,120432.4,120706.1,120041.7,120077.6,2029,244176930,39042,821,98855070,120128.15,119591.99,118847.77,313.2019,349.756,-36.554,54.35,57.46,57.33,121003.14,119769.02,118534.89,120537.44,119314.52,118091.59,65.7762,76.0067,-4507,543.66,453.73,1.1982,36.1297
2025-07-17 22:30:00,120077.6,120272.5,120077.4,120162.0,941,113055060,20694,530,63716304,120245.73,119661.88,118881.38,257.9665,319.1595,-61.1929,56.2,58.37,57.99,121063.41,119825.07,118586.73,120587.58,119372.48,118157.38,58.5177,67.1039,-3566,500.09,441.42,1.1329,37.5569
2025-07-17 22:45:00,120162.1,120336.4,119451.3,119767.8,3250,389367100,59489,1399,167510350,120288.1,119714.81,118903.7,139.0336,259.1175,-120.0839,46.03,52.68,53.95,121038.72,119893.32,118747.91,120600.65,119414.44,118228.23,41.0821,55.1253,-6816,548.22,462.55,1.1852,33.3678
2025-07-17 23:00:00,119767.8,119878.4,119569.8,119711.0,1407,168466960,37798,757,90709350,120240.11,119736.51,118914.2,53.6322,190.6224,-136.9902,44.67,51.89,53.39,120949.49,119972.47,118995.44,120619.98,119435.23,118250.47,29.1391,42.913,-8223,518.26,455.22,1.1385,29.7024
2025-07-17 23:15:00,119711.1,119883.3,119428.4,119608.0,1999,239022700,49277,1039,124228504,120078.6,119755.64,118925.64,-17.3415,121.3011,-138.6426,42.05,50.42,52.35,120876.52,120022.84,119169.16,120630.57,119459.66,118288.74,17.4061,29.2091,-10221,510.34,455.2,1.1211,26.5247
2025-07-17 23:30:00,119608.0,119665.6,119250.0,119360.1,1085,129573030,29150,391,46720480,119921.71,119740.06,118936.58,-104.2912,46.1037,-150.3949,36.09,46.97,49.89,120855.06,120034.39,119213.72,120623.58,119483.1,118342.62,12.8942,19.8132,-11306,498.5,453.31,1.0997,24.9818
2025-07-17 23:45:00,119360.1,119470.5,119155.0,119176.6,1417,168986030,27257,560,66750490,119786.94,119716.42,118946.78,-183.9629,-30.5852,-153.3777,32.16,44.54,48.14,120891.85,120013.38,119134.9,120606.46,119503.98,118401.49,7.5073,12.6025,-12722,475.63,446.75,1.0646,24.267
2025-07-18 00:00:00,119176.5,119370.0,119003.8,119037.6,1207,143806640,36408,494,58930600,119612.59,119690.48,118955.64,-247.2056,-102.792,-144.4136,29.34,42.74,46.83,120926.2,119925.27,118924.34,120580.63,119523.63,118466.64,3.8301,8.0772,-13929,461.95,442.92,1.043,24.6231
2025-07-18 00:15:00,119037.6,119592.1,119037.5,119482.0,1339,159849040,33752,937,111829100,119538.14,119675.4,118977.54,-186.925,-130.8363,-56.0887,46.78,49.74,51.28,120674.89,119807.09,118939.29,120560.66,119554.7,118548.72,13.2712,8.2029,-12590,473.53,448.23,1.0564,22.7046
2025-07-18 00:30:00,119481.9,119749.8,119478.0,119731.5,1541,184361440,36847,905,108298424,119484.33,119679.27,119003.0,-96.0539,-119.2422,23.1883,54.18,53.2,53.57,120482.27,119733.45,118984.63,120565.72,119582.28,118598.84,40.3871,19.1628,-11049,448.31,439.83,1.0193,20.1037
2025-07-18 00:45:00,119731.5,119785.1,119500.0,119735.8,1345,161002860,32194,602,71994160,119480.33,119691.01,119030.5,-38.7345,-92.4063,53.6718,54.31,53.26,53.61,120383.94,119690.2,118996.45,120555.41,119617.0,118678.58,67.2847,40.3143,-9703,427.91,432.46,0.9895,18.1404
2025-07-18 01:00:00,119735.9,120485.8,119636.0,120259.7,3386,406545920,63020,2195,263588780,119548.91,119753.43,119068.72,95.6544,-29.7194,125.3738,67.28,59.97,58.16,120323.45,119675.8,119028.16,120573.94,119670.44,118766.94,83.571,63.7476,-6317,480.65,452.34,1.0626,20.8008
2025-07-18 01:15:00,120259.7,120441.9,120010.4,120167.8,2252,270721020,53524,859,103231400,119618.89,119820.41,119105.5,150.3883,30.3165,120.0718,63.59,58.38,57.13,120347.42,119683.33,119019.23,120607.18,119700.86,118794.54,82.1717,77.6758,-8570,474.5,451.35,1.0513,23.1287
2025-07-18 01:30:00,120167.8,120799.0,120032.3,120374.5,3127,376693600,62522,1827,220165490,119745.69,119885.7,119149.23,213.8749,91.5026,122.3723,68.18,60.88,58.85,120413.16,119701.03,118988.9,120655.82,119739.8,118823.79,79.8799,81.8742,-5443,511.03,466.36,1.0958,26.6502
2025-07-18 01:45:00,120374.5,120473.2,120250.0,120346.1,852,102569930,26858,351,42265710,119891.88,119939.25,119195.47,234.5589,139.188,95.3709,66.83,60.35,58.51,120530.73,119749.23,118967.72,120698.2,119761.76,118825.32,76.395,79.4822,-6295,475.05,454.78,1.0446,29.7315
2025-07-18 02:00:00,120346.1,120362.5,119911.2,120100.0,1566,188050220,42009,658,78985030,120024.67,119971.21,119243.38,188.3327,155.5696,32.7631,55.68,55.76,55.59,120581.75,119781.64,118981.53,120718.21,119776.0,118833.78,65.9094,74.0614,-7861,472.08,454.62,1.0384,28.7308
2025-07-18 02:15:00,120100.0,120314.8,119862.0,120215.5,1185,142336100,29954,707,84911150,120116.36,119976.96,119284.12,174.9495,162.0296,12.9199,59.39,57.4,56.66,120653.58,119832.27,119010.95,120747.44,119797.09,118846.76,58.8184,67.041,-6675,469.67,454.53,1.0333,27.3772
2025-07-18 02:30:00,120215.5,120400.0,120114.4,120272.7,875,105267704,25247,508,61139060,120184.02,119947.08,119328.11,169.8663,164.6418,5.2245,61.26,58.22,57.19,120713.3,119908.32,119103.34,120775.59,119812.9,118850.21,52.3042,59.0107,-5800,446.66,446.49,1.0004,26.7935
2025-07-18 02:45:00,120272.7,120276.0,120053.2,120075.2,624,74929650,20501,197,23624642,120226.44,119921.37,119368.85,121.2536,150.1791,-28.9254,51.67,54.32,54.75,120685.19,119983.2,119281.21,120791.79,119827.07,118862.35,44.1936,51.7721,-6424,418.68,435.83,0.9606,25.5794
2025-07-18 03:00:00,120075.3,120149.9,119926.0,120084.6,974,116872744,23276,435,52222364,120204.55,119913.27,119408.76,89.4915,129.9499,-40.4584,52.08,54.47,54.84,120549.48,120070.45,119591.41,120808.29,119846.91,118885.53,33.7522,43.4166,-5450,394.33,425.74,0.9262,23.0796
2025-07-18 03:15:00,120084.7,120216.7,119974.0,120046.8,808,97108616,21303,326,39215620,120189.42,119894.9,119452.57,59.8802,106.5933,-46.7131,50.06,53.68,54.35,120476.62,120117.52,119758.41,120798.45,119883.51,118968.57,25.5819,34.5092,-6259,375.38,417.03,0.9001,21.5492
2025-07-18 03:30:00,120046.8,120324.0,119986.7,120324.0,754,90642310,17897,545,65498692,120183.11,119906.63,119490.06,92.908,102.0315,-9.1235,62.53,58.47,57.29,120470.76,120166.89,119863.02,120780.14,119935.6,119091.06,46.622,35.3187,-5504,370.62,413.23,0.8969,21.2436
2025-07-18 03:45:00,120324.0,120492.2,120160.0,120212.8,883,106310110,19731,460,55360972,120166.45,119909.06,119521.91,86.1759,96.7463,-10.5704,55.98,55.97,55.78,120400.57,120206.64,120012.71,120764.88,119975.91,119186.94,57.258,43.154,-6388,365.82,409.37,0.8936,22.4167
2025-07-18 04:00:00,120212.8,120221.4,119726.5,119873.9,1382,165696270,28395,510,61133610,120138.19,119914.1,119542.98,13.673,69.0552,-55.3822,40.81,49.07,51.44,120426.27,120174.49,119922.71,120746.38,119997.66,119248.94,53.5963,52.4921,-7769,381.95,413.44,0.9238,20.6123
2025-07-18 04:15:00,119874.0,120076.9,119818.0,120076.9,650,77951530,17127,400,48009630,120120.86,119931.53,119570.75,10.2583,49.4563,-39.1979,50.24,52.82,53.7,120423.37,120166.91,119910.46,120743.69,120019.27,119294.84,40.2258,50.36,-7119,366.57,406.08,0.9027,19.0335
2025-07-18 04:30:00,120076.8,120312.1,120070.8,120262.1,895,107596020,23895,486,58393710,120119.54,119962.68,119598.2,43.0948,47.3358,-4.241,57.45,56.01,55.68,120394.81,120157.55,119920.28,120753.15,120024.84,119296.52,44.9872,46.2697,-6224,350.91,398.24,0.8812,17.9941
2025-07-18 04:45:00,120262.1,120478.9,120262.0,120387.8,776,93422720,21510,413,49675136,120158.61,120011.62,119633.91,83.7492,59.4736,24.2756,61.83,58.07,56.99,120407.94,120161.02,119914.1,120686.72,120007.76,119328.8,67.3588,50.8573,-5448,334.16,389.6,0.8577,18.4584
2025-07-18 05:00:00,120387.8,120628.6,120165.3,120545.3,2321,279315230,42216,1048,126197680,120216.2,120076.79,119670.94,132.9923,83.9798,49.0124,66.82,60.57,58.61,120506.96,120198.13,119889.3,120677.98,120005.43,119332.88,82.3602,64.9021,-3128,350.3,393.11,0.8911,19.9616
2025-07-18 05:15:00,120545.3,120609.4,120366.0,120537.1,1079,130010180,30615,586,70652110,120277.48,120148.2,119697.29,153.2363,107.0653,46.171,66.3,60.37,58.49,120577.06,120224.93,119872.81,120704.66,120014.84,119325.02,88.9961,79.5717,-4206,336.94,385.98,0.8729,21.277
2025-07-18 05:30:00,120537.0,120545.0,120264.5,120267.6,769,92582630,21360,250,30078914,120270.44,120185.6,119722.61,106.174,106.7682,-0.5942,50.91,54.0,54.63,120576.45,120224.51,119872.56,120690.39,120009.34,119328.3,80.2018,83.8527,-4975,329.88,380.96,0.8659,20.955
2025-07-18 05:45:00,120267.7,120626.2,120267.6,120588.3,1292,155730560,23721,853,102760550,120317.38,120226.41,119757.73,135.311,116.2825,19.0286,62.87,59.48,58.08,120651.52,120267.27,119883.01,120732.48,120026.37,119320.27,81.6225,83.6068,-3683,333.47,379.9,0.8778,21.4483
2025-07-18 06:00:00,120588.3,120846.1,120289.5,120419.7,2351,283423260,44384,1203,145152720,120385.6,120258.97,119791.72,113.4031,115.3227,-1.9196,54.7,55.72,55.74,120672.54,120295.2,119917.84,120751.25,120034.96,119318.67,66.6709,76.1651,-6034,361.36,388.31,0.9306,23.6726
2025-07-18 06:15:00,120419.7,120419.8,120153.8,120153.9,786,94508960,17869,243,29228862,120395.23,120253.93,119822.74,44.8556,91.8337,-46.9781,44.14,50.33,52.26,120665.87,120304.12,119942.37,120759.41,120047.83,119336.25,46.6816,64.9917,-6819,349.44,382.49,0.9136,23.553
2025-07-18 06:30:00,120153.8,120296.0,120076.9,120265.6,843,101367190,22251,506,60849300,120395.66,120258.59,119853.93,24.8258,69.4977,-44.6719,48.97,52.41,53.54,120661.3,120299.25,119937.2,120772.09,120066.32,119360.55,23.1828,45.5117,-5976,333.15,374.71,0.8891,22.3532
2025-07-18 06:45:00,120265.6,120463.2,120231.6,120238.5,645,77586540,17590,393,47287892,120377.0,120252.12,119878.2,7.0361,48.6772,-41.6411,47.8,51.84,53.18,120662.01,120301.39,119940.77,120778.12,120087.34,119396.54,15.1851,28.3498,-6621,320.46,367.89,0.8711,22.9239
2025-07-18 07:00:00,120238.6,120375.7,119999.9,120081.3,933,112147100,26404,444,53335444,120319.0,120239.51,119903.41,-33.4073,21.3157,-54.723,41.15,48.55,51.06,120623.33,120318.67,120014.02,120758.06,120111.38,119464.68,18.3868,18.9182,-7554,327.38,368.27,0.889,20.3671
2025-07-18 07:15:00,120081.3,120081.4,119625.4,119666.6,2132,255500780,42623,854,102290650,120210.19,120218.87,119921.78,-133.9175,-30.4287,-103.4888,28.81,41.13,46.0,120718.12,120284.48,119850.84,120714.51,120127.7,119540.91,11.3345,14.9688,-9686,343.45,372.44,0.9222,20.8742
2025-07-18 07:30:00,119666.5,119867.7,119641.6,119852.8,1538,184152880,33066,907,108608136,120158.34,120201.59,119932.64,-149.5082,-70.1219,-79.3863,38.47,45.18,48.41,120734.59,120250.38,119766.16,120625.8,120154.88,119683.95,10.5411,13.4208,-8148,328.78,365.48,0.8996,21.318
2025-07-18 07:45:00,119852.8,119852.9,119300.0,119356.6,3374,403311800,52602,1192,142430800,120004.38,120157.97,119935.38,-245.8121,-128.6853,-117.1268,27.05,37.73,43.04,120813.38,120164.44,119515.51,120642.27,120150.7,119659.13,8.9566,10.2774,-11522,356.8,374.4,0.953,23.9566
2025-07-18 08:00:00,119356.5,119483.2,119230.7,119260.2,2461,293644320,43144,1334,159207330,119859.44,120119.16,119927.61,-307.4994,-188.29,-119.2094,25.35,36.47,42.08,120809.39,120057.35,119305.31,120689.52,120134.99,119580.46,8.6294,9.3757,-13983,343.76,368.6,0.9326,26.642
2025-07-18 08:15:00,119260.2,119425.9,119076.9,119130.2,1885,224792370,37416,792,94504070,119731.48,120073.71,119917.74,-352.8684,-243.1494,-109.7189,23.06,34.79,40.8,120771.36,119940.11,119108.86,120745.68,120114.8,119483.92,3.7014,7.0958,-15868,344.42,367.66,0.9368,29.7909
2025-07-18 08:30:00,119130.1,119130.1,118384.6,118460.9,5556,659494900,98514,2248,266829920,119505.89,119998.2,119897.35,-489.476,-325.2583,-164.2177,14.96,27.7,35.04,120875.53,119789.55,118703.57,120879.17,120054.84,119230.52,3.3568,5.2292,-21424,394.56,385.66,1.0231,34.8108
2025-07-18 08:45:00,118460.9,118731.2,118412.5,118637.3,2283,270616860,44162,1389,164656240,119305.73,119917.88,119876.23,-510.629,-387.0485,-123.5805,23.25,31.65,37.48,120758.3,119626.97,118495.63,120945.48,120003.83,119062.16,7.5232,4.8604,-19141,385.08,382.47,1.0068,39.2032
2025-07-18 09:00:00,118637.3,118904.0,118450.0,118842.5,2065,245044270,39955,1243,147525540,119150.89,119852.62,119861.56,-459.3152,-411.1374,-48.1777,32.22,36.04,40.23,120600.27,119495.53,118390.8,120957.3,119952.76,118948.23,16.5331,9.1377,-17076,393.7,385.88,1.0203,40.7261
2025-07-18 09:15:00,118842.5,118847.4,118550.0,118649.7,2172,257872340,36101,932,110628424,119023.77,119794.33,119846.29,-444.8446,-422.3731,-22.4714,28.56,33.84,38.56,120486.27,119370.18,118254.09,120975.75,119896.21,118816.67,21.2741,15.1101,-19249,381.66,381.66,1.0,42.0587
2025-07-18 09:30:00,118649.6,118909.7,118640.0,118813.1,927,110066140,24616,530,62945148,118893.81,119734.15,119843.82,-384.2688,-409.6717,25.4029,35.77,37.33,40.75,120281.38,119249.14,118216.91,120985.42,119853.32,118721.22,29.3112,22.3728,-18322,367.66,376.33,0.977,42.2991
2025-07-18 09:45:00,118813.1,119000.0,118808.3,118885.0,1727,205429900,30912,1060,126022216,118834.86,119668.57,119846.07,-317.6603,-379.0012,61.3409,38.94,38.85,41.71,120028.43,119136.35,118244.27,120976.18,119808.97,118641.76,35.0381,28.5411,-16595,345.67,367.54,0.9405,41.1603
2025-07-18 10:00:00,118885.0,118939.0,118660.0,118680.9,944,112143660,26936,435,51681040,118762.45,119587.29,119840.2,-303.3478,-353.7834,50.4356,33.48,36.16,39.79,119772.38,119019.65,118266.93,120967.3,119755.91,118544.52,42.2682,35.5392,-17539,337.34,363.32,0.9285,41.1939
2025-07-18 10:15:00,118680.8,118899.8,118503.4,118796.7,1421,168622140,30234,585,69412710,118720.77,119504.02,119832.48,-258.667,-322.0779,63.411,39.13,38.75,41.39,119617.96,118947.16,118276.35,120958.26,119713.29,118468.33,51.0654,42.7906,-16118,344.72,364.9,0.9447,42.1719
2025-07-18 10:30:00,118796.7,118929.5,118750.2,118929.5,865,102827790,23661,408,48538676,118779.34,119427.47,119823.4,-195.5224,-279.8928,84.3704,45.34,41.68,43.22,119327.85,118870.22,118412.58,120938.35,119674.79,118411.23,64.1076,52.4804,-15253,324.04,356.06,0.9101,42.5188
2025-07-18 10:45:00,118929.5,119266.0,118888.5,119240.1,1685,200662660,34645,969,115370904,118854.69,119378.54,119807.86,-90.9672,-216.9176,125.9504,57.25,47.94,47.26,119287.35,118860.51,118433.66,120912.7,119647.9,118383.1,83.0604,66.0778,-13568,330.72,357.08,0.9262,38.0884
2025-07-18 11:00:00,119240.2,119292.0,118980.6,118980.8,880,104812856,23180,314,37409870,118871.98,119301.99,119772.96,-76.2802,-170.0384,93.7583,47.23,43.72,44.48,119213.01,118837.23,118461.44,120864.83,119603.12,118341.41,81.4411,76.203,-14447,328.31,354.91,0.9251,33.9099
2025-07-18 11:15:00,118980.8,119039.7,118775.1,118890.3,770,91499540,17867,299,35484960,118902.05,119229.16,119741.6,-81.4932,-140.5234,59.0301,44.09,42.32,43.55,119160.02,118817.23,118474.45,120824.09,119559.04,118293.99,68.7343,77.7453,-15217,320.34,350.61,0.9137,32.2706
2025-07-18 11:30:00,118890.3,119129.8,118786.9,119104.0,972,115675080,20210,628,74697110,118938.41,119179.17,119720.68,-39.8868,-106.9778,67.0911,52.75,46.67,46.35,119180.85,118870.83,118560.8,120802.18,119533.38,118264.57,61.9199,70.6984,-14245,323.16,350.24,0.9227,29.6558
2025-07-18 11:45:00,119104.1,119194.5,119035.4,119175.5,435,51827732,11994,225,26749418,118974.73,119127.27,119697.83,-0.5932,-71.5163,70.9231,55.44,48.08,47.27,119231.8,118915.67,118599.55,120763.84,119503.33,118242.83,70.1496,66.9346,-13810,302.66,341.14,0.8872,26.5288
2025-07-18 12:00:00,119175.5,119316.8,119175.5,119304.8,864,103002296,19712,442,52692000,119052.71,119082.8,119683.77,46.5171,-32.1718,78.6889,60.23,50.62,48.93,119321.03,118954.2,118587.37,120707.4,119471.42,118235.44,86.4231,72.8309,-12946,282.49,331.62,0.8518,24.1399
2025-07-18 12:15:00,119304.7,119336.8,119126.2,119202.4,658,78517700,18928,238,28440114,119103.42,119040.94,119666.33,51.7174,-4.2088,55.9261,54.79,48.59,47.68,119345.64,119000.26,118654.88,120631.79,119431.91,118232.02,86.3939,80.9889,-13605,273.5,325.86,0.8393,21.3728
2025-07-18 12:30:00,119202.5,119498.7,119202.5,119412.0,1146,136806160,23550,769,91840180,119163.73,119028.82,119659.86,92.1501,27.9108,64.2392,62.81,52.76,50.4,119434.27,119050.16,118666.06,120534.85,119394.13,118253.41,87.3243,86.7138,-12459,276.35,324.45,0.8517,20.9004
2025-07-18 12:45:00,119411.9,119519.8,119360.2,119428.5,846,101014630,17865,422,50451580,119187.29,119008.62,119654.72,114.0092,56.6103,57.3989,63.4,53.09,50.61,119510.39,119095.46,118680.52,120432.29,119357.18,118282.06,83.9436,85.8873,-11613,261.76,316.6,0.8268,20.7255
2025-07-18 13:00:00,119428.6,119440.4,118859.0,118859.0,3921,466994460,55724,1402,167015070,119172.06,118984.92,119641.1,12.5949,41.9385,-29.3436,38.54,42.33,43.82,119484.67,119110.3,118735.93,120352.34,119310.23,118268.11,61.8653,77.7111,-15535,301.71,329.21,0.9165,21.4615
2025-07-18 13:15:00,118859.0,118911.6,118636.4,118790.9,1865,221562530,38697,856,101658480,119159.64,118962.58,119630.76,-58.9273,8.3166,-67.2438,36.54,41.26,43.09,119485.51,119109.82,118734.12,120213.16,119250.31,118287.45,38.3556,61.3882,-17400,298.4,326.64,0.9135,23.608
2025-07-18 13:30:00,118790.8,118888.0,118500.0,118650.1,3493,414455520,60517,1351,160310030,119102.9,118939.71,119621.18,-123.8101,-35.7256,-88.0844,32.47,39.04,41.59,119519.74,119086.53,118653.33,120089.67,119191.32,118292.98,14.0152,38.0787,-20892,309.6,329.56,0.9394,26.2756
2025-07-18 13:45:00,118650.0,118857.1,118600.0,118766.8,1402,166521870,36627,794,94318584,119051.81,118954.28,119616.26,-132.7617,-68.071,-64.6907,39.03,41.83,43.31,119498.6,119047.09,118595.58,119993.32,119145.09,118296.85,19.4566,23.9425,-19490,303.04,326.11,0.9292,28.6096
2025-07-18 14:00:00,118766.9,119250.0,118689.6,118971.0,2309,274836860,54084,1172,139459020,119010.09,118970.17,119606.97,-92.6596,-76.2672,-16.3924,49.12,46.43,46.21,119498.2,119046.27,118594.35,119864.26,119101.93,118339.61,29.022,20.8313,-17181,335.21,337.27,0.9939,25.5953
2025-07-18 14:15:00,118970.9,119036.5,117730.0,117931.1,9744,1151298700,158900,4258,502945280,118851.17,118926.77,119574.23,-263.408,-138.6475,-124.7606,24.77,32.37,36.28,119682.41,118966.34,118250.28,119780.34,119025.02,118269.7,27.8611,25.4466,-26925,456.62,383.42,1.1909,28.1853
