open_time,开盘价,最高价,最低价,收盘价,成交量,MA20,MA50,MACD,MACD_Signal,MACD_Hist,RSI,BB_Upper,BB_Middle,BB_Lower,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ext_1.272,Fib_Trend,Fib_Signal,ATR,ADX,OBV
2025-07-17 17:30:00,118694.3,118772.9,118482.9,118656.3,494.704,118666.836,118442.09,74.078766,94.28201,-20.203249,52.24698,119021.57,118675.61,118329.65,118519.88,118830.35,119140.82,120861.56,neutral,neutral,353.56506,20.240288,-2958.815
2025-07-17 17:45:00,118656.3,119346.9,118593.9,119255.3,2808.83,118714.375,118503.09,173.41922,120.66108,52.758137,68.51627,119168.17,118717.48,118266.78,119195.766,119531.0,119866.234,121724.25,neutral,neutral,403.49445,22.98032,-149.985
2025-07-17 18:00:00,119255.4,119394.3,119186.3,119206.2,1443.006,118783.06,118567.516,212.57475,151.29897,61.275784,66.354355,119262.8,118782.71,118302.625,119305.02,119619.4,119933.77,117562.64,downtrend,neutral,379.05765,25.617266,-1592.991
2025-07-17 18:15:00,119206.3,119767.4,119206.2,119687.4,3478.393,118925.19,118655.74,316.4839,206.36061,110.123276,75.27464,119513.34,118880.92,118248.51,119308.914,119622.55,119936.18,121674.445,neutral,neutral,401.82544,29.529068,1885.402
2025-07-17 18:30:00,119687.3,119787.7,119629.9,119672.9,1735.977,119078.33,118740.65,358.02795,256.91638,101.111565,74.57952,119671.375,118929.71,118188.04,119308.914,119622.55,119936.18,121674.445,neutral,neutral,371.32227,33.027683,149.425
2025-07-17 18:45:00,119672.9,119713.6,119474.2,119582.5,1019.003,119207.35,118833.29,347.49942,287.11075,60.388695,69.88551,119796.79,118988.664,118180.55,119308.914,119622.55,119936.18,121674.445,neutral,neutral,354.83197,33.92703,-869.578
2025-07-17 19:00:00,119582.4,119879.1,119582.4,119798.7,1405.524,119319.2,118906.484,366.1165,313.44598,52.670506,74.384026,119961.97,119083.836,118205.695,119308.914,119622.55,119936.18,121674.445,neutral,neutral,347.56546,35.593334,535.946
2025-07-17 19:15:00,119798.7,119864.0,119631.2,119650.0,817.62,119438.664,118963.08,330.9969,319.2963,11.700597,66.42226,120043.586,119175.47,118307.34,119308.914,119622.55,119936.18,121674.445,neutral,neutral,333.2198,37.051353,-281.674
2025-07-17 19:30:00,119650.0,119678.0,119446.1,119489.4,1003.172,119542.8,118999.96,264.5763,301.0563,-36.47999,58.52858,120045.125,119262.266,118479.41,119308.914,119622.55,119936.18,121674.445,neutral,neutral,320.5548,35.62683,-1284.846
2025-07-17 19:45:00,119489.4,119490.0,118800.0,118948.8,2783.899,119504.484,119018.98,111.05139,237.72133,-126.66994,39.904793,120001.85,119295.48,118589.1,119308.914,119622.55,119936.18,117570.65,downtrend,neutral,366.73547,33.76505,-4068.745
2025-07-17 20:00:00,118948.8,118999.1,118343.2,118761.2,3715.503,119448.86,119019.375,-17.69863,152.58134,-170.27997,35.3507,120014.46,119283.586,118552.71,119308.914,119622.55,119936.18,117570.65,downtrend,neutral,402.88104,34.412518,-7784.248
2025-07-17 20:15:00,118761.2,119119.3,118586.4,119003.6,1764.499,119363.39,119047.0,-44.255848,86.96894,-131.2248,44.84025,119987.17,119309.36,118631.54,119308.914,119622.55,119936.18,117570.65,downtrend,neutral,419.1334,33.856583,-6019.749
2025-07-17 20:30:00,119003.7,119390.0,118999.7,119221.4,1263.463,119306.95,119080.93,-15.838267,52.699875,-68.53814,52.195866,119938.85,119356.45,118774.055,119339.57,119647.35,119955.13,117633.74,downtrend,neutral,415.52924,31.053223,-4756.286
2025-07-17 20:45:00,119221.5,119440.8,119076.9,119428.8,1290.628,119287.734,119097.19,40.659317,48.686356,-8.027039,58.36412,119951.56,119370.91,118790.25,119339.57,119647.35,119955.13,121660.96,neutral,neutral,409.07556,28.186888,-3465.658
2025-07-17 21:00:00,119428.8,120145.9,119410.5,120094.9,7680.755,119324.766,119155.27,197.88368,98.4188,99.46488,71.933556,120118.46,119444.97,118771.48,119955.13,119647.35,119339.57,121660.96,uptrend,fib_golden_zone,449.86612,27.974424,4215.097
2025-07-17 21:15:00,120095.0,120951.5,120094.9,120900.1,9396.811,119481.02,119262.1,431.67456,209.50406,222.17052,80.77149,120534.12,119546.02,118557.93,119955.13,119647.35,119339.57,121660.96,uptrend,neutral,500.70786,30.497149,13611.908
2025-07-17 21:30:00,120900.0,120930.8,120033.4,120615.2,6634.727,119621.75,119360.43,490.44678,303.15164,187.29514,71.480034,120747.336,119624.55,118501.76,119955.13,119647.35,119339.57,121660.96,uptrend,neutral,550.2944,32.2402,6977.181
2025-07-17 21:45:00,120615.2,120752.1,120177.0,120254.8,1405.184,119785.0,119446.48,432.02866,346.11063,85.918015,61.105984,120845.586,119680.58,118515.56,119955.13,119647.35,119339.57,121660.96,uptrend,fib_golden_zone,553.3951,33.765373,5571.997
2025-07-17 22:00:00,120254.8,120450.0,120112.5,120432.4,1729.164,119993.9,119536.1,411.90265,368.04132,43.861343,64.10133,120956.93,119733.38,118509.836,119955.13,119647.35,119339.57,121660.96,uptrend,neutral,526.4082,34.50038,7301.161
2025-07-17 22:15:00,120432.4,120706.1,120041.7,120077.6,2029.247,120128.15,119591.99,313.20673,349.76312,-36.556396,54.346436,121003.14,119769.016,118534.89,119955.13,119647.35,119339.57,121660.96,uptrend,fib_golden_zone,543.65717,36.131405,5271.914
2025-07-17 22:30:00,120077.6,120272.5,120077.4,120162.0,940.763,120245.73,119661.88,257.9706,319.16562,-61.194992,56.19643,121063.41,119825.07,118586.73,119955.13,119647.35,119339.57,121660.96,uptrend,fib_golden_zone,500.08752,37.558548,6212.677
2025-07-17 22:45:00,120162.1,120336.4,119451.3,119767.8,3249.944,120288.1,119714.81,139.03711,259.12277,-120.08567,46.03212,121038.72,119893.32,118747.914,119339.57,119647.35,119955.13,121660.96,neutral,neutral,548.2141,33.369328,2962.733
2025-07-17 23:00:00,119767.8,119878.4,119569.8,119711.0,1406.856,120240.11,119736.51,53.635242,190.62694,-136.9917,44.673805,120949.49,119972.47,118995.445,119339.57,119647.35,119955.13,121660.96,neutral,neutral,518.2623,29.703762,1555.877
2025-07-17 23:15:00,119711.1,119883.3,119428.4,119608.0,1998.507,120078.6,119755.64,-17.338932,121.30498,-138.6439,42.048805,120876.516,120022.836,119169.16,119339.57,119647.35,119955.13,121660.96,neutral,neutral,510.34204,26.525816,-442.63
2025-07-17 23:30:00,119608.0,119665.6,119250.0,119360.1,1084.68,119921.71,119740.055,-104.28899,46.10699,-150.39598,36.09365,120855.06,120034.39,119213.72,119339.57,119647.35,119955.13,117633.74,downtrend,fib_382_reject,498.49927,24.982746,-1527.31
2025-07-17 23:45:00,119360.1,119470.5,119155.0,119176.6,1416.664,119786.94,119716.42,-183.96097,-30.58233,-153.37865,32.160275,120891.85,120013.375,119134.9,119339.57,119647.35,119955.13,117633.74,downtrend,neutral,475.62436,24.267862,-2943.974
2025-07-18 00:00:00,119176.5,119370.0,119003.8,119037.6,1206.858,119612.586,119690.48,-247.20396,-102.78954,-144.41443,29.335087,120926.195,119925.266,118924.34,119489.87,119768.95,120048.03,117943.09,downtrend,neutral,461.94632,24.623762,-4150.832
2025-07-18 00:15:00,119037.6,119592.1,119037.5,119482.0,1339.373,119538.14,119675.4,-186.92358,-130.83423,-56.08936,46.775154,120674.89,119807.09,118939.29,119745.29,119975.6,120205.914,118468.81,downtrend,neutral,473.52805,22.70521,-2811.459
2025-07-18 00:30:00,119481.9,119749.8,119478.0,119731.5,1541.23,119484.33,119679.27,-96.05272,-119.24039,23.187672,54.18186,120482.266,119733.45,118984.63,119747.82,119977.65,120207.48,118474.02,downtrend,fib_382_reject,448.31204,20.104195,-1270.229
2025-07-18 00:45:00,119731.5,119785.1,119500.0,119735.8,1345.464,119480.33,119691.01,-38.73352,-92.40476,53.671246,54.309704,120383.945,119690.2,118996.45,119747.82,119977.65,120207.48,118474.02,downtrend,fib_382_reject,427.91052,18.140873,75.235
2025-07-18 01:00:00,119735.9,120485.8,119636.0,120259.7,3385.753,119548.914,119753.43,95.655235,-29.718098,125.37334,67.284966,120323.45,119675.805,119028.164,120207.48,119977.65,119747.82,121481.27,uptrend,fib_golden_zone,480.6467,20.801277,3460.988
2025-07-18 01:15:00,120259.7,120441.9,120010.4,120167.8,2252.317,119618.89,119820.414,150.38904,30.317614,120.07143,63.58932,120347.42,119683.33,119019.23,120194.69,119967.3,119739.914,121454.945,uptrend,fib_618_bounce,474.50336,23.129131,1208.671
2025-07-18 01:30:00,120167.8,120799.0,120032.3,120374.5,3126.784,119745.69,119885.695,213.87553,91.503586,122.37195,68.176,120413.164,119701.03,118988.9,120113.234,119901.4,119689.56,121287.3,uptrend,fib_golden_zone,511.02795,26.65058,4335.455
2025-07-18 01:45:00,120374.5,120473.2,120250.0,120346.1,852.335,119891.875,119939.25,234.55946,139.18889,95.37059,66.82659,120530.734,119749.23,118967.72,120113.234,119901.4,119689.56,121287.3,uptrend,fib_golden_zone,475.04947,29.731846,3483.12
2025-07-18 02:00:00,120346.1,120362.5,119911.2,120100.0,1565.526,120024.67,119971.21,188.33318,155.57031,32.762856,55.684074,120581.75,119781.64,118981.53,120113.234,119901.4,119689.56,121287.3,uptrend,fib_618_bounce,472.08078,28.731165,1917.594
2025-07-18 02:15:00,120100.0,120314.8,119862.0,120215.5,1185.485,120116.36,119976.96,174.94989,162.03017,12.919722,59.391464,120653.58,119832.266,119010.95,120113.234,119901.4,119689.56,121287.3,uptrend,fib_golden_zone,469.6707,27.377472,3103.079
2025-07-18 02:30:00,120215.5,120400.0,120114.4,120272.7,875.167,120184.016,119947.08,169.8666,164.64232,5.224284,61.263813,120713.3,119908.32,119103.336,120142.34,119924.95,119707.56,121347.2,uptrend,fib_golden_zone,446.66183,26.793795,3978.246
2025-07-18 02:45:00,120272.7,120276.0,120053.2,120075.2,623.648,120226.44,119921.37,121.25392,150.17952,-28.925592,51.6675,120685.19,119983.2,119281.21,119707.56,119924.95,120142.34,121347.2,neutral,neutral,418.6791,25.579699,3354.598
2025-07-18 03:00:00,120075.3,120149.9,119926.0,120084.6,973.775,120204.55,119913.266,89.49174,129.95026,-40.458523,52.08426,120549.484,120070.45,119591.414,119707.56,119924.95,120142.34,121347.2,neutral,neutral,394.33173,23.079802,4328.373
2025-07-18 03:15:00,120084.7,120216.7,119974.0,120046.8,808.471,120189.42,119894.9,59.880398,106.593636,-46.713238,50.059185,120476.625,120117.516,119758.414,119707.56,119924.95,120142.34,121347.2,neutral,neutral,375.37775,21.549452,3519.902
2025-07-18 03:30:00,120046.8,120324.0,119986.7,120324.0,754.223,120183.11,119906.63,92.90819,102.03182,-9.1236315,62.525085,120470.76,120166.89,119863.02,120142.34,119924.95,119707.56,121347.2,uptrend,fib_golden_zone,370.61804,21.243835,4274.125
2025-07-18 03:45:00,120324.0,120492.2,120160.0,120212.8,883.354,120166.45,119909.055,86.17606,96.74657,-10.570507,55.984802,120400.57,120206.64,120012.71,120142.34,119924.95,119707.56,121347.2,uptrend,fib_golden_zone,365.8158,22.41688,3390.771
2025-07-18 04:00:00,120212.8,120221.4,119726.5,119873.9,1381.558,120138.19,119914.1,13.673126,69.05542,-55.382294,40.80747,120426.27,120174.49,119922.71,119728.38,119941.8,120155.21,121338.04,neutral,neutral,381.95132,20.612461,2009.213
2025-07-18 04:15:00,119874.0,120076.9,119818.0,120076.9,650.1,120120.86,119931.53,10.258444,49.45643,-39.197983,50.235413,120423.37,120166.914,119910.46,119890.61,120073.05,120255.49,121266.64,neutral,neutral,366.5699,19.033596,2659.313
2025-07-18 04:30:00,120076.8,120312.1,120070.8,120262.1,895.025,120119.54,119962.68,43.09489,47.335915,-4.2410254,57.449005,120394.81,120157.55,119920.28,120229.016,120038.4,119847.78,121285.49,uptrend,fib_golden_zone,350.91116,17.994257,3554.338
2025-07-18 04:45:00,120262.1,120478.9,120262.0,120387.8,775.906,120158.61,120011.62,83.74929,59.47371,24.275585,61.830196,120407.945,120161.02,119914.1,120170.266,119961.5,119752.734,121327.32,uptrend,fib_golden_zone,334.15976,18.458496,4330.244
2025-07-18 05:00:00,120387.8,120628.6,120165.3,120545.3,2320.654,120216.2,120076.79,132.99232,83.97991,49.012405,66.82367,120506.96,120198.13,119889.305,119905.805,119615.35,119324.89,121515.625,uptrend,neutral,350.3023,19.961737,6650.898
2025-07-18 05:15:00,120545.3,120609.4,120366.0,120537.1,1078.788,120277.484,120148.195,153.23631,107.065384,46.170937,66.29686,120577.055,120224.93,119872.81,119905.805,119615.35,119324.89,121515.625,uptrend,neutral,336.9395,21.277073,5572.11
2025-07-18 05:30:00,120537.0,120545.0,120264.5,120267.6,768.969,120270.44,120185.6,106.17402,106.76826,-0.5942422,50.90808,120576.45,120224.51,119872.56,119905.805,119615.35,119324.89,121515.625,uptrend,fib_golden_zone,329.88458,20.955053,4803.141
2025-07-18 05:45:00,120267.7,120626.2,120267.6,120588.3,1292.476,120317.375,120226.41,135.31108,116.28253,19.02855,62.872547,120651.52,120267.266,119883.01,119905.805,119615.35,119324.89,121515.625,uptrend,neutral,333.474,21.448353,6095.617
2025-07-18 06:00:00,120588.3,120846.1,120289.5,120419.7,2350.703,120385.6,120258.97,113.40316,115.32275,-1.9195802,54.696423,120672.54,120295.195,119917.84,119905.805,119615.35,119324.89,121515.625,uptrend,neutral,361.36475,23.6727,3744.914
2025-07-18 06:15:00,120419.7,120419.8,120153.8,120153.9,785.812,120395.23,120253.93,44.85563,91.83371,-46.978077,44.13909,120665.87,120304.12,119942.37,119905.805,119615.35,119324.89,121515.625,uptrend,fib_golden_zone,349.44415,23.553036,2959.102
2025-07-18 06:30:00,120153.8,120296.0,120076.9,120265.6,843.301,120395.664,120258.59,24.825819,69.49774,-44.671925,48.96834,120661.305,120299.25,119937.195,119905.805,119615.35,119324.89,121515.625,uptrend,fib_golden_zone,333.15112,22.353304,3802.403
2025-07-18 06:45:00,120265.6,120463.2,120231.6,120238.5,644.668,120377.0,120252.12,7.036127,48.677204,-41.64108,47.798706,120662.01,120301.39,119940.77,119905.805,119615.35,119324.89,121515.625,uptrend,fib_golden_zone,320.45724,22.923977,3157.735
2025-07-18 07:00:00,120238.6,120375.7,119999.9,120081.3,933.133,120319.0,120239.51,-33.407322,21.315697,-54.72302,41.14739,120623.33,120318.67,120014.02,119905.805,119615.35,119324.89,121515.625,uptrend,fib_golden_zone,327.3751,20.367113,2224.602
2025-07-18 07:15:00,120081.3,120081.4,119625.4,119666.6,2132.426,120210.19,120218.87,-133.91751,-30.428709,-103.48881,28.809204,120718.125,120284.484,119850.836,119324.89,119615.35,119905.805,121515.625,neutral,neutral,343.45322,20.87427,92.176
2025-07-18 07:30:00,119666.5,119867.7,119641.6,119852.8,1538.022,120158.336,120201.59,-149.50822,-70.12188,-79.386345,38.473373,120734.586,120250.375,119766.164,119324.89,119615.35,119905.805,121515.625,neutral,neutral,328.78406,21.318031,1630.198
2025-07-18 07:45:00,119852.8,119852.9,119300.0,119356.6,3374.032,120004.375,120157.97,-245.81204,-128.68527,-117.12678,27.054855,120813.375,120164.445,119515.51,119324.89,119615.35,119905.805,117715.07,downtrend,fib_382_reject,356.79855,23.956598,-1743.834
2025-07-18 08:00:00,119356.5,119483.2,119230.7,119260.2,2460.638,119859.44,120119.164,-307.49936,-188.28996,-119.2094,25.349606,120809.39,120057.35,119305.31,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,343.76123,26.641993,-4204.472
2025-07-18 08:15:00,119260.2,119425.9,119076.9,119130.2,1884.993,119731.48,120073.71,-352.86835,-243.14943,-109.71892,23.062616,120771.36,119940.11,119108.86,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,344.41608,29.790949,-6089.465
2025-07-18 08:30:00,119130.1,119130.1,118384.6,118460.9,5555.819,119505.89,119998.195,-489.47592,-325.25827,-164.21767,14.957294,120875.53,119789.55,118703.57,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,394.56406,34.810802,-11645.284
2025-07-18 08:45:00,118460.9,118731.2,118412.5,118637.3,2282.757,119305.734,119917.875,-510.62903,-387.04852,-123.58051,23.251179,120758.305,119626.97,118495.63,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,385.08105,39.20317,-9362.527
2025-07-18 09:00:00,118637.3,118904.0,118450.0,118842.5,2064.539,119150.89,119852.625,-459.31516,-411.1374,-48.177746,32.222054,120600.266,119495.53,118390.805,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,393.69592,40.726147,-7297.988
2025-07-18 09:15:00,118842.5,118847.4,118550.0,118649.7,2172.202,119023.77,119794.33,-444.84457,-422.3731,-22.471455,28.562443,120486.27,119370.18,118254.09,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,381.65894,42.05875,-9470.19
2025-07-18 09:30:00,118649.6,118909.7,118640.0,118813.1,926.666,118893.81,119734.15,-384.2688,-409.6717,25.402884,35.774826,120281.375,119249.14,118216.91,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,367.66406,42.299084,-8543.524
2025-07-18 09:45:00,118813.1,119000.0,118808.3,118885.0,1727.41,118834.86,119668.57,-317.6603,-379.00122,61.34091,38.939552,120028.43,119136.35,118244.27,119324.89,119615.35,119905.805,117715.07,downtrend,neutral,345.66855,41.160294,-6816.114
2025-07-18 10:00:00,118885.0,118939.0,118660.0,118680.9,944.21,118762.45,119587.29,-303.34784,-353.78342,50.435596,33.47654,119772.375,119019.65,118266.93,119178.625,119423.9,119669.17,117819.22,downtrend,neutral,337.335,41.1939,-7760.324
2025-07-18 10:15:00,118680.8,118899.8,118503.4,118796.7,1420.95,118720.766,119504.02,-258.667,-322.07794,63.410957,39.129314,119617.96,118947.16,118276.35,119178.625,119423.9,119669.17,117819.22,downtrend,neutral,344.7181,42.171883,-6339.374
2025-07-18 10:30:00,118796.7,118929.5,118750.2,118929.5,865.172,118779.336,119427.47,-195.52237,-279.89276,84.370384,45.343254,119327.85,118870.22,118412.58,119178.625,119423.9,119669.17,117819.22,downtrend,neutral,324.04086,42.518806,-5474.202
2025-07-18 10:45:00,118929.5,119266.0,118888.5,119240.1,1685.001,118854.69,119378.54,-90.96723,-216.91759,125.95035,57.251114,119287.35,118860.51,118433.664,118740.66,119052.85,119365.04,121095.33,neutral,neutral,330.72324,38.088367,-3789.201
2025-07-18 11:00:00,119240.2,119292.0,118980.6,118980.8,879.806,118871.98,119301.99,-76.28014,-170.03844,93.75829,47.229244,119213.01,118837.23,118461.445,118992.43,118656.05,118319.664,120856.79,uptrend,fib_618_bounce,328.30783,33.909893,-4669.007
2025-07-18 11:15:00,118980.8,119039.7,118775.1,118890.3,769.713,118902.05,119229.164,-81.49323,-140.52336,59.030136,44.086807,119160.016,118817.234,118474.45,118860.37,118549.2,118238.03,120584.96,uptrend,fib_618_bounce,320.34436,32.270573,-5438.72
2025-07-18 11:30:00,118890.3,119129.8,118786.9,119104.0,972.161,118938.414,119179.17,-39.886745,-106.97783,67.09108,52.74801,119180.85,118870.83,118560.8,118851.22,118541.8,118232.38,120566.14,uptrend,fib_golden_zone,323.16382,29.655832,-4466.559
2025-07-18 11:45:00,119104.1,119194.5,119035.4,119175.5,435.074,118974.73,119127.266,-0.59319514,-71.51628,70.92309,55.442245,119231.805,118915.67,118599.55,118645.37,118375.25,118105.13,120142.44,uptrend,neutral,302.65582,26.528814,-4031.485
2025-07-18 12:00:00,119175.5,119316.8,119175.5,119304.8,863.776,119052.71,119082.8,46.517082,-32.17183,78.68891,60.226837,119321.03,118954.2,118587.37,118645.37,118375.25,118105.13,120142.44,uptrend,neutral,282.48636,24.13993,-3167.709
2025-07-18 12:15:00,119304.7,119336.8,119126.2,119202.4,658.418,119103.42,119040.945,51.71738,-4.2087593,55.92614,54.790855,119345.64,119000.26,118654.875,118645.37,118375.25,118105.13,120142.44,uptrend,neutral,273.50055,21.372805,-3826.127
2025-07-18 12:30:00,119202.5,119498.7,119202.5,119412.0,1145.869,119163.734,119028.82,92.150055,27.910845,64.23921,62.807327,119434.27,119050.164,118666.06,118645.37,118375.25,118105.13,120142.44,uptrend,neutral,276.3505,20.900387,-2680.258
2025-07-18 12:45:00,119411.9,119519.8,119360.2,119428.5,845.52,119187.29,119008.62,114.0092,56.6103,57.398903,63.403316,119510.39,119095.46,118680.52,118645.37,118375.25,118105.13,120142.44,uptrend,neutral,261.75668,20.72546,-1834.738
2025-07-18 13:00:00,119428.6,119440.4,118859.0,118859.0,3921.311,119172.06,118984.92,12.59494,41.93851,-29.34357,38.53687,119484.67,119110.3,118735.93,118645.37,118375.25,118105.13,120142.44,uptrend,fib_golden_zone,301.7121,21.461496,-5756.049
