open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,Stoch_SlowK,Stoch_SlowD,ATR,ATR_Long,ADX,OBV
2025-06-03 12:00:00,105240.1,106775.0,104969.4,106556.1,42237,4477072400,104808.48,,,,,,,65.95,,106217.43,104808.48,103399.52,,67.8882,65.858,966.29,,,76178
2025-06-03 16:00:00,106556.1,106619.6,105526.2,106171.8,25039,2655054800,104944.02,,,,,,,62.45,61.58,106329.73,104944.02,103558.31,,77.0746,67.7601,975.37,,,51139
2025-06-03 20:00:00,106179.7,106208.0,105200.4,105330.1,17373,1834021600,104985.67,,,,,,,55.49,56.87,106365.21,104985.67,103606.14,,76.195,73.7192,977.67,,,33766
2025-06-04 00:00:00,105330.1,105800.0,105072.0,105474.9,15155,1598544500,105026.73,,,,,,,56.39,57.46,106413.17,105026.73,103640.28,,64.8416,72.7037,959.84,,,48921
2025-06-04 04:00:00,105474.8,105566.4,105200.0,105260.2,9967,1049952400,105062.5,,,,,,,54.63,56.27,106434.2,105062.5,103690.8,,55.2692,65.4353,917.45,,,38954
2025-06-04 08:00:00,105260.1,105967.2,105039.1,105044.1,22229,2344837600,105097.88,,,,,,,52.84,55.06,106428.73,105097.88,103767.04,,52.266,57.459,918.21,,,16724
2025-06-04 12:00:00,105044.2,105510.2,104111.7,105254.7,44030,4617509400,105149.07,,,,,,,54.4,56.02,106420.02,105149.07,103878.12,,49.9538,52.4964,952.52,,,60755
2025-06-04 16:00:00,105254.7,105437.8,104824.0,104870.4,14054,1477469700,105190.69,,,,,,,51.07,53.8,106364.15,105190.69,104017.23,,45.8606,49.3602,928.32,,25.2908,46700
2025-06-04 20:00:00,104870.4,105006.3,104350.0,104641.8,13099,1371249500,105189.58,,,,,,,49.13,52.51,106365.07,105189.58,104014.09,,38.5692,44.7945,908.89,,23.7053,33602
2025-06-05 00:00:00,104641.8,105225.6,104594.8,104991.4,11856,1243924000,105185.39,,,,,,,52.12,54.28,106363.08,105185.39,104007.7,,32.2101,38.88,889.03,,22.524,45458
2025-06-05 04:00:00,104991.5,105183.0,104321.2,104473.0,15488,1621008400,105129.88,,,,,,,47.65,51.3,106331.73,105129.88,103928.02,,23.3984,31.3926,887.08,,21.0179,29970
2025-06-05 08:00:00,104473.1,104880.0,104373.0,104772.7,10288,1076735900,105129.42,,,,,,,50.3,52.87,106331.8,105129.42,103927.03,,23.8051,26.4712,859.93,,19.6194,40259
2025-06-05 12:00:00,104772.7,105878.3,103825.0,104490.5,68597,7188311600,105086.62,,,,,,,47.85,51.24,106315.7,105086.62,103857.55,,20.3147,22.506,945.18,,19.6195,-28338
2025-06-05 16:00:00,104490.5,104547.9,101500.0,101872.9,76338,7856618500,104980.27,,,-163.7298,220.2057,-383.9355,,32.16,39.38,106795.44,104980.27,103165.1,,18.1491,20.7563,1095.37,,19.5194,-104677
2025-06-05 20:00:00,101873.0,102163.9,100305.1,101458.6,63671,6439935500,104833.36,,,-390.3516,98.0942,-488.4459,,30.46,37.92,107204.2,104833.36,102462.52,,15.9653,18.143,1149.9,,20.2967,-168348
2025-06-06 00:00:00,101458.7,102464.7,101003.4,102444.9,24398,2482944000,104737.28,,,-484.7768,-18.48,-466.2968,,38.77,43.18,107322.1,104737.28,102152.47,,20.5289,18.2144,1172.14,,20.657,-143950
2025-06-06 04:00:00,102445.0,103424.5,102321.1,103096.8,28924,2976248800,104601.41,,,-501.2286,-115.0297,-386.1989,,43.57,46.34,107230.8,104601.41,101972.02,,34.6075,23.7006,1167.23,,19.9377,-115026
2025-06-06 08:00:00,103096.7,103953.9,103096.7,103866.0,24303,2517654500,104522.27,,,-447.0455,-181.4328,-265.6127,,48.68,49.79,107140.12,104522.27,101904.41,,49.4817,34.8727,1145.09,,18.7536,-90724
2025-06-06 12:00:00,103865.9,105283.0,103471.4,105035.4,61774,6448969000,104517.32,,,-306.2144,-206.3892,-99.8252,,55.3,54.47,107130.9,104517.32,101903.74,,65.2461,49.7784,1192.7,,18.2826,-28949
2025-06-06 16:00:00,105035.4,105240.0,104010.0,104176.9,25549,2673572000,104464.16,,,-260.8713,-217.2856,-43.5857,,50.18,50.82,107059.96,104464.16,101868.36,,71.9684,62.2321,1195.36,,17.8452,-54498
2025-06-06 20:00:00,104177.0,104574.9,104109.2,104240.0,9354,975714500,104348.35,,,-217.3396,-217.2964,-0.0432,,50.54,51.07,106760.69,104348.35,101936.02,,74.5396,70.5847,1143.24,,17.4391,-45144
2025-06-07 00:00:00,104240.1,104856.0,103800.1,104822.4,15788,1648329200,104280.88,,,-134.2975,-200.6966,66.3991,,53.88,53.4,106557.09,104280.88,102004.68,,73.7099,73.406,1137.0,,16.7271,-29356
2025-06-07 04:00:00,104822.4,105293.0,104591.9,104813.6,13412,1407220000,104255.06,,,-68.4076,-174.2388,105.8312,,53.82,53.36,106494.48,104255.06,102015.64,,77.518,75.2558,1105.87,,16.4614,-42769
2025-06-07 08:00:00,104813.7,105222.0,104632.0,105094.5,10912,1145449100,104236.04,,,6.4032,-138.1104,144.5136,,55.5,54.5,106439.88,104236.04,102032.2,,82.6288,77.9522,1069.02,,16.2147,-31856
2025-06-07 12:00:00,105094.5,105758.8,105094.4,105507.9,19661,2073433500,104248.42,,,97.9204,-90.9042,188.8246,,57.92,56.17,106477.78,104248.42,102019.07,,86.7288,82.2918,1040.12,,16.4736,-12195
2025-06-07 16:00:00,105507.9,105850.0,105222.6,105694.2,13309,1405280000,104280.93,,,183.3675,-36.0499,219.4174,,59.01,56.92,106573.8,104280.93,101988.06,,91.9956,87.1177,1010.64,,16.7951,1114
2025-06-07 20:00:00,105694.1,105878.3,105482.7,105507.5,6750,713619650,104293.57,,,233.3302,17.8261,215.5041,102.477,57.41,55.91,106610.43,104293.57,101976.71,,94.4658,91.0634,966.71,,17.1202,-5636
2025-06-08 00:00:00,105507.5,105760.5,105347.0,105436.4,8070,851205600,104321.87,,,264.1439,67.0897,197.0542,127.4417,56.78,55.52,106679.69,104321.87,101964.06,,94.0381,93.4998,927.19,,17.2162,-13706
2025-06-08 04:00:00,105436.5,105617.2,105358.2,105380.4,5649,595752450,104358.8,,,280.8083,109.8334,170.9749,145.3493,56.26,55.2,106758.27,104358.8,101959.33,,91.7347,93.4129,879.46,,17.3054,-19355
2025-06-08 08:00:00,105380.5,105666.6,104927.4,105619.2,15764,1659862400,104390.19,104694.27,,309.7139,149.8095,159.9044,171.8736,58.03,56.33,106837.89,104390.19,101942.49,,91.5245,92.4325,869.45,,16.7077,-3591
2025-06-08 12:00:00,105619.2,106200.0,105450.0,105917.5,19487,2060724500,104462.41,104738.61,,352.6272,190.373,162.2542,208.6075,60.21,57.72,106999.25,104462.41,101925.59,,91.1331,91.4641,860.91,960.29,16.7827,15896
2025-06-08 16:00:00,105917.6,106300.0,105888.5,106242.6,13203,1401587700,104535.91,104794.24,,408.1642,233.9312,174.2329,255.2269,62.49,59.21,107187.04,104535.91,101884.78,,93.8612,92.173,828.81,949.31,16.9649,29099
2025-06-08 20:00:00,106242.6,106482.6,105511.0,105676.5,12933,1369880600,104595.21,104817.83,,401.8656,267.5181,134.3475,265.5054,56.42,55.63,107292.28,104595.21,101898.14,,86.2724,90.4223,839.01,949.76,16.5177,16166
2025-06-09 00:00:00,105676.5,105929.8,105253.2,105617.0,12641,1334426900,104782.41,104837.09,,387.6047,291.5354,96.0693,269.991,55.81,55.26,107203.29,104782.41,102361.55,,78.5507,86.2281,827.41,944.29,15.703,3525
2025-06-09 04:00:00,105617.0,105685.7,105265.0,105516.7,8731,920920640,104985.32,104856.53,,364.0133,306.031,57.9823,267.4612,54.73,54.62,106881.16,104985.32,103089.48,,67.2246,77.3492,798.36,933.82,14.9465,-5206
2025-06-09 08:00:00,105516.7,107774.8,105429.2,107707.9,49256,5265295000,105248.47,104923.96,,516.1784,348.0605,168.1179,373.5209,68.89,64.15,107121.7,105248.47,103375.25,,76.5408,74.1054,908.88,962.06,16.4256,44050
2025-06-09 12:00:00,107707.8,107985.0,106800.3,107564.3,43731,4702663000,105471.84,104990.62,,618.0584,402.0601,215.9983,455.1544,67.4,63.24,107330.89,105471.84,103612.8,,83.1146,75.6266,928.58,966.51,17.954,319
2025-06-09 16:00:00,107564.3,108791.8,107563.4,108515.1,31629,3423205600,105704.3,105080.17,,766.6827,474.9846,291.6982,570.2152,71.75,66.55,107843.56,105704.3,103565.04,,92.7303,84.1286,949.99,971.75,19.9162,31949
2025-06-09 20:00:00,108515.1,110653.6,108383.0,110227.9,46967,5153878000,105963.92,105191.44,,1011.0228,582.1923,428.8306,751.3811,77.56,71.43,108846.62,105963.92,103081.23,,90.9528,88.9326,1044.32,997.72,22.6468,78916
2025-06-10 00:00:00,110228.0,110280.0,109340.0,109525.8,20879,2291430400,106231.37,105280.46,,1134.9277,692.7394,442.1884,867.4161,71.1,67.21,109381.38,106231.37,103081.37,,88.57,90.7511,1036.87,996.57,25.1823,58037
2025-06-10 04:00:00,109525.9,109690.8,109041.1,109178.0,17640,1928940300,106478.27,105352.35,,1191.3259,792.4567,398.8693,944.8989,68.08,65.21,109737.43,106478.27,103219.11,,82.367,87.2966,1009.22,989.63,27.0669,40396
2025-06-10 08:00:00,109178.1,109800.0,109010.2,109498.1,22099,2418273300,106712.06,105446.68,,1247.4712,883.4596,364.0116,1022.4272,69.37,66.18,110129.51,106712.06,103294.6,,78.1187,83.0186,993.54,985.64,28.8726,62495
2025-06-10 12:00:00,109498.0,109852.9,108282.0,108975.3,44121,4808446000,106920.14,105519.26,,1235.5386,953.8754,281.6632,1057.4618,64.77,63.15,110356.62,106920.14,103483.66,,74.9141,78.4666,1034.78,997.34,29.4216,18374
2025-06-10 16:00:00,108975.2,110367.2,108467.5,109460.0,29873,3268602600,107138.41,105628.45,,1250.775,1013.2553,237.5197,1106.364,66.96,64.73,110637.33,107138.41,103639.5,,76.1365,76.3898,1096.56,1015.39,30.2625,48247
2025-06-10 20:00:00,109460.1,110265.5,109189.0,110235.4,17604,1931962100,107374.79,105745.23,,1310.3138,1072.667,237.6468,1181.4137,70.15,67.08,111036.14,107374.79,103713.44,,80.2816,77.1108,1095.13,1016.61,31.0433,65851
2025-06-11 00:00:00,110235.4,110247.0,109500.0,109664.1,12285,1348645000,107573.28,105851.18,,1296.4548,1117.4246,179.0303,1211.109,65.15,63.79,111278.84,107573.28,103867.73,,83.9438,80.1206,1070.26,1011.22,31.7684,53566
2025-06-11 04:00:00,109664.1,109715.4,109322.0,109396.9,9256,1013623500,107767.76,105922.84,,1249.5072,1143.8411,105.6661,1217.083,62.89,62.28,111427.2,107767.76,104108.31,,83.5543,82.5932,1021.92,998.86,32.1328,44311
2025-06-11 08:00:00,109396.9,109629.3,109133.8,109200.1,11892,1300114300,107955.94,105997.86,,1182.7864,1151.6301,31.1562,1206.2654,61.21,61.17,111501.8,107955.94,104410.08,,77.1444,81.5475,984.32,988.79,32.142,32418
2025-06-11 12:00:00,109200.1,110350.0,108950.1,109694.8,47347,5194213000,108171.66,106089.07,,1156.4963,1152.6034,3.8929,1215.7198,63.83,62.92,111587.08,108171.66,104756.24,,77.1345,79.2777,1014.0,997.02,32.7406,79765
2025-06-11 16:00:00,109694.9,109776.5,108331.7,108684.5,33334,3631790300,108324.92,106157.95,,1042.1256,1130.5078,-88.3823,1167.21,55.58,57.37,111537.51,108324.92,105112.34,,67.8575,74.0455,1044.77,1005.97,32.2797,46431
2025-06-11 20:00:00,108684.5,109164.8,108001.2,108600.0,20309,2203255800,108459.05,106198.84,,933.902,1091.1866,-157.2846,1115.6729,54.94,56.92,111476.45,108459.05,105441.65,,54.6969,66.563,1053.26,1009.13,31.3549,26122
2025-06-12 00:00:00,108600.1,108782.1,107650.0,107820.5,24194,2618183400,108537.94,106231.8,,776.2864,1028.2067,-251.9202,1027.0554,49.3,52.98,111397.81,108537.94,105678.08,,29.3732,50.6425,1058.89,1011.58,29.9906,1929
2025-06-12 04:00:00,107820.5,107951.0,107300.0,107577.0,17433,1876768000,108632.97,106276.74,,624.5273,947.4708,-322.9434,933.9771,47.65,51.8,111219.44,108632.97,106046.5,,16.0841,33.3847,1029.76,1004.37,28.2439,-15504
2025-06-12 08:00:00,107577.0,107798.0,106830.0,106862.9,20490,2198214000,108695.27,106304.51,,441.5454,846.2857,-404.7403,814.0203,43.11,48.48,111036.57,108695.27,106353.95,,5.2126,16.89,1025.34,1003.65,26.4313,-35994
2025-06-12 12:00:00,106862.9,107769.1,106539.1,106960.6,44438,4761155600,108767.46,106338.52,,300.9453,737.2176,-436.2722,712.2721,43.9,48.95,110777.94,108767.46,106756.98,,6.9906,9.4291,1039.96,1008.17,25.098,8444
2025-06-12 16:00:00,106960.6,108398.4,106621.0,106749.6,36094,3884725500,108719.55,106372.62,,170.5272,623.8795,-453.3524,611.1661,42.52,47.96,110869.59,108719.55,106569.51,,5.8132,6.0055,1092.64,1023.56,23.5597,-27649
2025-06-12 20:00:00,106749.5,106929.9,105602.0,105609.5,43142,4577175000,108621.8,106379.72,,-24.5438,494.1948,-518.7387,464.6596,35.99,43.01,111122.21,108621.8,106121.4,,5.5556,6.1198,1109.44,1029.64,22.7682,-70791
2025-06-13 00:00:00,105609.4,105661.0,102614.0,104233.9,98663,10251103000,108407.74,106366.99,,-286.832,337.9895,-624.8215,268.2932,29.99,38.04,111556.91,108407.74,105258.59,,8.8653,6.7447,1247.84,1069.99,24.0866,-169453
2025-06-13 04:00:00,104233.9,104891.4,103733.7,104831.4,27313,2848242200,108137.92,106370.78,,-441.3959,182.1124,-623.5083,128.9335,35.05,41.14,111532.24,108137.92,104743.59,,16.5868,10.3359,1241.4,1071.75,25.3108,-142140
2025-06-13 08:00:00,104831.4,105459.7,104360.0,104989.9,28155,2952484000,107911.12,106370.75,,-544.8189,36.7261,-581.545,17.0613,36.37,41.95,111504.52,107911.12,104317.73,,26.7718,17.408,1231.28,1072.3,25.7662,-113985
2025-06-13 12:00:00,104990.0,105750.0,104069.5,105391.9,46775,4908131000,107721.82,106389.13,,-587.5712,-88.1333,-499.4379,-58.5748,39.7,44.0,111425.52,107721.82,104018.12,,31.7615,25.04,1263.37,1084.47,26.3639,-67210
2025-06-13 16:00:00,105392.0,105912.0,104607.0,105050.0,31939,3362047700,107499.41,106394.68,,-641.6446,-198.8356,-442.8091,-140.0457,37.88,42.66,111283.09,107499.41,103715.73,,32.7034,30.4122,1266.34,1088.88,26.717,-99149
2025-06-13 20:00:00,105050.1,106141.1,104963.1,106027.3,13091,1382789800,107352.02,106425.41,,-598.7365,-278.8158,-319.9208,-160.1382,45.55,47.48,111123.9,107352.02,103580.13,,38.351,34.2719,1260.03,1090.66,26.7531,-86058
2025-06-14 00:00:00,106027.3,106173.6,105150.1,105189.4,16568,1749651200,107138.48,106491.74,,-625.1368,-348.08,-277.0568,-218.4115,40.89,44.14,110892.34,107138.48,103384.63,,39.4862,36.8469,1243.13,1089.32,26.7437,-102625
2025-06-14 04:00:00,105189.3,105374.9,104738.7,105025.1,9864,1036657400,106877.97,106563.07,,-651.8033,-408.8246,-242.9786,-275.3582,40.02,43.51,110454.98,106877.97,103300.95,,42.0198,39.9523,1199.78,1080.26,27.0524,-112489
2025-06-14 08:00:00,105025.0,105088.0,104772.3,105030.6,7913,830398900,106646.3,106614.79,,-664.8292,-460.0255,-204.8036,-322.3957,40.07,43.54,110068.34,106646.3,103224.25,,40.0607,40.5222,1136.63,1064.96,27.3391,-104576
2025-06-14 12:00:00,105030.5,105084.2,104570.0,104783.4,11378,1192916500,106415.62,106648.52,,-687.1779,-505.456,-181.7218,-373.3609,38.65,42.53,109683.41,106415.62,103147.83,,39.4573,40.5126,1092.17,1053.95,27.7696,-115954
2025-06-14 16:00:00,104783.4,105011.0,104290.0,104582.3,18624,1948121200,106184.73,106662.84,,-712.8986,-546.9445,-165.9541,-425.1243,37.48,41.71,109280.98,106184.73,103088.48,,37.77,39.096,1065.66,1047.29,28.3951,-134578
2025-06-14 20:00:00,104584.2,105438.0,104225.4,105359.9,15566,1633921200,105967.98,106669.34,,-662.8951,-570.1346,-92.7605,-428.3764,44.47,45.96,108627.08,105967.98,103308.89,109512.27,39.6676,38.965,1076.16,1050.6,28.2715,-119012
2025-06-15 00:00:00,105359.8,105631.6,105208.7,105425.6,7896,832707840,105805.04,106694.3,,-610.9233,-578.2924,-32.6309,-425.7301,45.02,46.3,108160.36,105805.04,103449.72,109506.88,48.8812,42.1063,1029.5,1038.04,27.8484,-111116
2025-06-15 04:00:00,105425.6,106099.4,105137.0,105374.1,16601,1753451800,105643.74,106716.99,,-567.3508,-576.1041,8.7532,-423.9138,44.65,46.06,107623.2,105643.74,103664.29,109496.84,63.3852,50.6447,1024.7,1036.53,26.7439,-127717
2025-06-15 08:00:00,105374.2,105444.9,104812.2,104924.5,10938,1148842200,105498.94,106719.03,,-562.6128,-573.4058,10.793,-442.7213,41.37,43.94,107228.16,105498.94,103769.73,109496.02,63.83,58.6988,996.7,1028.45,26.0775,-138656
2025-06-15 12:00:00,104924.6,105810.6,104900.0,105526.0,16415,1730202200,105396.4,106733.28,,-504.5063,-559.6259,55.1196,-426.5131,46.98,47.35,106840.21,105396.4,103952.58,109498.27,65.189,64.1347,990.55,1026.1,24.913,-122241
2025-06-15 16:00:00,105525.9,105744.0,104999.9,105252.0,10212,1076225900,105315.85,106736.43,,-475.0894,-542.7186,67.6292,-424.2226,44.87,46.01,106593.62,105315.85,104038.08,109498.34,58.0757,62.3649,972.95,1020.46,23.8317,-132453
2025-06-15 20:00:00,105251.9,105571.4,104399.9,105534.6,16757,1758322600,105244.55,106736.96,,-424.0842,-518.9917,94.9075,-406.013,47.49,47.61,106284.21,105244.55,104204.89,109498.83,64.2074,62.4907,987.13,1023.48,23.5376,-115696
2025-06-16 00:00:00,105534.7,105927.0,104920.0,105865.6,17793,1878350200,105200.35,106740.39,,-352.8855,-485.7705,132.885,-371.8638,50.45,49.45,106035.33,105200.35,104365.38,109501.36,69.1969,63.8267,988.55,1023.15,22.7028,-97903
2025-06-16 04:00:00,105865.6,107250.0,105817.3,107023.8,30101,3208710000,105271.06,106770.72,,-200.6895,-428.7543,228.0648,-282.8969,59.14,55.24,106415.05,105271.06,104127.08,109522.67,81.3041,71.5695,1020.28,1031.34,21.8995,-67802
2025-06-16 08:00:00,107023.8,107199.9,106540.0,106842.5,16344,1747263500,105401.49,106798.84,,-93.6233,-361.7281,268.1048,-214.4807,57.44,54.22,106634.13,105401.49,104168.86,109543.4,87.7463,79.4158,994.53,1023.91,21.1536,-84146
2025-06-16 12:00:00,106842.6,107759.8,106446.6,107374.9,32297,3461664500,105528.67,106838.73,,33.7981,-282.6228,316.421,-128.2925,60.98,56.69,107001.27,105528.67,104056.07,109577.96,89.3861,86.1455,1017.3,1029.7,21.0478,-51849
2025-06-16 16:00:00,107375.0,108882.0,107258.0,108594.2,31767,3436495400,105708.88,106898.23,,230.5106,-179.9961,410.5068,7.0049,67.63,61.66,107673.59,105708.88,103744.17,109653.89,89.8189,88.9838,1060.63,1041.58,21.9069,-20082
2025-06-16 20:00:00,108594.2,108900.0,106640.1,106750.1,38512,4154725000,105776.8,106914.88,,234.8955,-97.0178,331.9134,30.4442,52.94,52.15,107786.37,105776.8,103767.23,109670.98,78.9794,86.0615,1146.29,1065.95,21.8488,-58593
2025-06-17 00:00:00,106750.1,107727.4,106068.0,107553.3,37290,3985877500,105901.96,106941.09,,299.727,-17.6688,317.3959,90.4926,57.29,55.3,108023.58,105901.96,103780.34,109707.89,73.0065,80.6016,1182.94,1077.82,21.0824,-21304
2025-06-17 04:00:00,107553.3,107655.6,106413.4,106711.1,17587,1881318300,105936.15,106961.79,,279.9212,41.8492,238.0721,99.2714,51.88,51.57,108086.59,105936.15,103785.71,109716.16,58.853,70.2796,1187.18,1081.1,20.3707,-38891
2025-06-17 08:00:00,106711.0,106785.2,105461.4,105592.9,28140,2983648500,105956.33,106961.3,,172.0128,67.8819,104.1308,50.371,45.7,47.13,108085.83,105956.33,103826.82,109714.15,49.6868,60.5154,1196.94,1085.96,19.2102,-67030
2025-06-17 12:00:00,105592.9,105816.5,104068.0,104199.2,60675,6371741700,105915.03,106934.95,,-25.6696,49.1716,-74.8412,-61.3757,39.4,42.35,108144.84,105915.03,103685.23,109715.91,26.8615,45.1338,1236.33,1099.21,19.35,-127706
2025-06-17 16:00:00,104199.2,105288.0,103300.0,104630.6,58960,6140887600,105895.03,106873.41,,-145.8426,10.1688,-156.0114,-135.0423,42.06,44.19,108163.06,105895.03,103627.01,109714.56,17.6622,31.4035,1290.02,1116.99,20.0173,-68746
2025-06-17 20:00:00,104630.5,104865.8,104143.4,104508.0,23401,2444920000,105881.26,106812.28,,-248.1134,-41.4877,-206.6257,-203.482,41.5,43.78,108179.26,105881.26,103583.26,109716.13,16.0158,20.1798,1249.48,1109.09,20.637,-92146
2025-06-18 00:00:00,104508.0,105192.2,104312.2,105132.2,14529,1522890800,105908.76,106744.62,,-275.6188,-88.3139,-187.3049,-229.7705,45.47,46.47,108156.54,105908.76,103660.97,109716.13,26.0167,19.8982,1223.09,1104.51,20.7993,-77617
2025-06-18 04:00:00,105132.1,105500.0,104660.0,104925.7,17151,1803293200,105887.05,106638.58,,-310.5006,-132.7512,-177.7494,-261.4233,44.4,45.71,108163.81,105887.05,103610.27,109716.22,27.7732,23.2686,1195.72,1099.22,20.5669,-94768
2025-06-18 08:00:00,104925.6,105276.8,104111.4,104791.2,24837,2598417200,105855.33,106543.89,,-345.0205,-175.2051,-169.8154,-293.9044,43.68,45.2,108174.22,105855.33,103536.44,109703.74,29.4589,27.7496,1193.56,1100.54,20.8064,-119606
2025-06-18 12:00:00,104791.1,105300.0,103750.0,104744.2,52719,5511269400,105823.83,106455.21,,-371.8835,-214.5408,-157.3427,-322.5562,43.41,45.02,108184.73,105823.83,103462.92,109697.06,27.1494,28.1272,1219.02,1109.53,21.3112,-172324
2025-06-18 16:00:00,104744.2,104795.0,103426.1,103773.3,44221,4603954000,105766.27,106340.72,,-466.1427,-264.8612,-201.2815,-393.9857,38.23,41.39,108264.23,105766.27,103268.31,109706.45,20.2899,25.6327,1229.72,1114.72,22.0261,-216545
2025-06-18 20:00:00,103773.3,105098.0,103601.5,104832.8,19249,2013128000,105731.61,106257.87,,-450.1618,-301.9213,-148.2405,-400.113,45.83,46.35,108260.98,105731.61,103202.23,109705.54,20.5375,22.6589,1248.78,1122.36,22.2592,-197296
2025-06-19 00:00:00,104832.8,105185.7,104364.5,105054.4,15051,1577193600,105721.73,106169.76,,-414.8336,-324.5038,-90.3299,-392.2712,47.29,47.33,108260.05,105721.73,103183.41,109705.22,22.3839,21.0704,1218.24,1116.33,22.3493,-182245
2025-06-19 04:00:00,105054.4,105184.0,104560.6,104585.9,12631,1324179700,105674.3,106056.77,,-419.8006,-343.5631,-76.2375,-407.0302,44.55,45.48,108259.84,105674.3,103088.74,109706.37,29.248,24.0565,1175.75,1106.48,22.433,-194876
2025-06-19 08:00:00,104585.8,105032.1,104570.1,104717.7,9031,946802400,105616.9,105957.84,,-408.3941,-356.5293,-51.8648,-411.024,45.51,46.1,108233.69,105616.9,103000.11,109706.57,30.9739,27.5353,1124.77,1093.59,22.5108,-185845
2025-06-19 12:00:00,104717.8,104861.0,104021.3,104055.1,21664,2260888800,105468.47,105851.0,,-447.6603,-374.7555,-72.9048,-445.5135,41.63,43.49,108085.99,105468.47,102850.94,109711.87,27.753,29.325,1104.41,1088.51,23.1256,-207509
2025-06-19 16:00:00,104055.2,104795.2,103870.3,104202.6,19358,2019501400,105336.47,105751.06,,-461.5565,-392.1157,-69.4408,-465.3995,42.8,44.23,107929.66,105336.47,102743.28,109714.88,30.0274,29.5847,1091.58,1085.24,23.8372,-188152
2025-06-19 20:00:00,104202.6,104869.4,104094.6,104607.1,9976,1042089700,105198.08,105649.3,,-434.9161,-400.6758,-34.2403,-459.8501,45.99,46.25,107631.88,105198.08,102764.28,109715.75,38.9823,32.2542,1068.96,1079.03,24.3563,-178175
