open_time,开盘价,最高价,最低价,收盘价,成交量,成交额,MA20,MA50,MA_LONG,MACD,MACD_Signal,MACD_Hist,MACD_Long,RSI,RSI_Long,BB_Upper,BB_Middle,BB_Lower,BB_Long_Upper,Stoch_SlowK,Stoch_SlowD,Fib_Ret_0.236,Fib_Ret_0.382,Fib_Ret_0.500,Fib_Ret_0.618,Fib_Ret_0.786,Fib_Ext_1.272,Fib_Trend,Fib_Signal,Fib_Support_Level,Fib_Resistance_Level,ATR,ATR_Long,ADX,OBV
2024-11-23,98921.5,98937.3,97173.5,97725.5,120358.42,11819741000.0,85200.77,73176.164,,7040.922,6258.333,782.5889,7681.6,78.04795,75.95368,104683.68,85200.77,65717.86,,95.14983,95.995384,,,,,,,neutral,neutral,,,3399.6626,2696.2126,53.174423,3087643.5
2024-11-24,97725.6,98666.0,95822.1,97960.4,173118.84,16831815000.0,86591.15,73806.19,,6999.0225,6406.4707,592.55164,7791.204,78.26606,76.121605,105336.61,86591.15,67845.69,,93.26833,95.145226,,,,,,,neutral,neutral,,,3359.9653,2699.1665,53.821712,3260762.2
2024-11-25,97960.5,98999.0,92666.0,93064.0,329375.03,31634790000.0,87792.56,74393.23,,6495.8384,6424.344,71.49403,7601.1396,63.993374,66.02926,104721.414,87792.56,70863.71,,79.13204,89.1834,,,,,,,neutral,neutral,,,3572.325,2771.843,52.738495,2931387.2
2024-11-26,93064.0,95064.0,90866.4,92021.4,344929.22,32058954000.0,88872.01,74964.11,,5944.4087,6328.357,-383.94843,7348.4985,61.424747,64.128334,103723.51,88872.01,74020.5,,63.027706,78.47603,,,,,,,neutral,neutral,,,3616.9875,2800.3582,50.921154,2586458.0
2024-11-27,92021.5,97250.0,91864.0,95905.2,237005.98,22446168000.0,89839.875,75603.71,,5754.453,6213.576,-459.1231,7289.938,66.774796,67.75884,103717.51,89839.875,75962.24,,56.28031,66.14669,,,,,,,neutral,neutral,,,3743.3455,2852.071,49.736362,2823464.0
2024-11-28,95905.2,96627.6,94700.1,95694.4,154007.03,14702796000.0,90784.4,76215.35,,5523.234,6075.508,-552.2739,7192.8794,66.237816,67.370255,103366.914,90784.4,78201.89,,60.909782,60.0726,,,,,,,neutral,neutral,,,3613.6423,2833.5796,48.6362,2669457.0
2024-11-29,95694.4,98713.3,95404.5,97516.3,190520.95,18512742000.0,91786.02,76860.68,,5424.473,5945.301,-520.82776,7165.0244,68.588875,68.984406,102920.484,91786.02,80651.56,,73.257195,63.48243,,,,,,,neutral,neutral,,,3591.8677,2843.084,48.06846,2859978.0
2024-11-30,97516.2,97522.1,96150.0,96475.1,93074.22,9004709000.0,92728.88,77473.15,,5202.22,5796.685,-594.4644,7053.3237,65.770134,66.995674,101735.27,92728.88,83722.49,,73.2066,69.12453,,,,,,,neutral,neutral,,,3433.313,2813.6643,47.54127,2766903.8
2024-12-01,96475.2,97933.0,95736.5,97265.1,113222.99,10975144000.0,93531.51,78110.87,,5031.826,5643.713,-611.8869,6962.0527,66.882225,67.73667,100849.43,93531.51,86213.58,,75.94274,74.13551,,,,,,,neutral,neutral,,,3344.9692,2801.321,46.83304,2880126.8
2024-12-02,97265.0,98266.0,94400.0,95890.5,257613.9,24755124000.0,93872.53,78724.664,,4731.329,5461.2363,-729.9073,6780.4756,63.044144,65.067665,100926.15,93872.53,86818.92,,68.90673,72.685356,,,,,,,neutral,neutral,,,3382.1855,2822.6147,45.48314,2622512.8
2024-12-03,95890.6,96375.0,93605.0,95913.3,206601.98,19688305000.0,94250.69,79366.6,,4443.7974,5257.7485,-813.9513,6592.465,63.081985,65.09162,100834.234,94250.69,87667.15,,64.422806,69.75742,,,,,,,neutral,neutral,,,3338.458,2821.5625,43.835236,2829114.8
2024-12-04,95913.3,99099.9,94650.8,98669.8,275949.22,26698553000.0,94643.86,80064.36,,4387.773,5083.7534,-695.9802,6536.5786,67.425026,67.88717,101249.88,94643.86,88037.83,,68.46681,67.26545,,,,,,,neutral,neutral,,,3417.7896,2854.113,43.066658,3105064.0
2024-12-05,98669.8,104630.4,90200.0,97001.5,580277.4,58190880000.0,95101.9,80691.5,,4160.793,4899.161,-738.3684,6372.6978,62.623352,64.59962,100917.086,95101.9,89286.71,,64.42185,65.770485,,,,,,,neutral,neutral,,,4204.405,3085.639,43.457214,2524786.5
2024-12-06,97001.6,101988.8,96429.5,99802.5,282369.6,27983160000.0,95517.51,81357.44,,4158.9844,4751.126,-592.1415,6340.766,66.88711,67.38409,101369.414,95517.51,89665.6,,67.47208,66.78691,,,,,,,neutral,neutral,,,4301.183,3135.112,43.819874,2807156.2
2024-12-07,99802.5,100499.0,98876.9,99899.2,95858.66,9559737000.0,95958.266,82031.24,,4117.8857,4624.478,-506.5922,6286.5957,67.026955,67.47682,101667.86,95958.266,90248.68,,60.29678,64.06357,,,,,,,neutral,neutral,,,4109.82,3104.8518,44.156628,2903014.8
2024-12-08,99899.2,101457.9,98709.4,101200.0,109755.68,10964662000.0,96496.37,82670.06,,4142.526,4528.0874,-385.5616,6273.887,68.927986,68.73247,101944.625,96496.37,91048.11,,69.995056,65.9213,,,,,,,neutral,neutral,,,4012.5828,3097.7249,44.64446,3012770.5
2024-12-09,101200.1,101300.0,94039.7,97349.1,326973.6,32095240000.0,96822.164,83221.06,,3807.4282,4383.9556,-576.52734,6039.107,58.22559,61.367752,101572.48,96822.164,92071.85,,64.32786,64.87323,,,,,,,neutral,neutral,,,4244.5625,3180.9763,42.94158,2685797.0
2024-12-10,97349.1,98320.6,94265.5,96602.4,291490.75,28129042000.0,97025.33,83748.52,,3441.9321,4195.551,-753.61884,5770.8394,56.397026,60.05756,101335.31,97025.33,92715.34,,56.71245,63.678455,,,,,,,neutral,neutral,,,4231.0293,3198.4587,41.360336,2394306.2
2024-12-11,96602.3,101880.0,95650.0,101115.3,221807.7,21990320000.0,97350.44,84361.5,,3476.3538,4051.7114,-575.35767,5738.261,63.79707,64.82348,101812.74,97350.44,92888.13,,56.516796,59.1857,,,,,,,neutral,neutral,,,4373.813,3259.0896,40.741558,2616114.0
2024-12-12,101115.3,102538.4,99280.2,99982.4,215219.08,21703840000.0,97427.375,84935.586,,3373.332,3916.0356,-542.70355,5625.071,60.998367,62.846867,102011.17,97427.375,92843.57,,62.59956,58.6096,,,,,,,neutral,neutral,,,4294.1265,3259.0718,40.30661,2400894.8
2024-12-13,99982.3,101869.5,99149.6,101371.9,152437.31,15327839000.0,97544.06,85535.85,,3365.0178,3805.832,-440.81424,5569.6426,63.1345,64.250694,102391.25,97544.06,92696.87,,73.616806,64.244385,,,,,,,neutral,neutral,,,4181.6816,3248.2883,39.843422,2553332.2
2024-12-14,101371.9,102638.0,100559.8,101381.0,107680.55,10931716000.0,97718.13,86124.234,,3320.8818,3708.842,-387.9601,5494.858,63.14873,64.25998,102833.99,97718.13,92602.27,,74.23056,70.14898,,,,,,,neutral,neutral,,,4031.433,3224.8867,39.591095,2661012.8
2024-12-15,101381.0,105374.6,101200.1,104460.4,157733.92,16239310000.0,98027.66,86798.625,,3494.108,3665.8953,-171.78735,5557.413,67.69472,67.27995,103895.9,98027.66,92159.414,,82.95897,76.93545,,,,,,,neutral,neutral,,,4041.652,3243.879,39.930195,2818746.8
2024-12-16,104460.5,107777.0,103264.6,106023.2,274395.75,28967203000.0,98644.766,87500.75,,3714.675,3675.6511,39.02391,5661.2505,69.73521,68.68977,105000.625,98644.766,92288.9,,87.159966,81.44984,,,,,,,neutral,neutral,,,4075.2769,3269.2493,40.668404,3093142.5
2024-12-17,106023.2,108366.8,105252.0,106074.6,197773.9,21115020000.0,99313.96,88217.61,,3849.252,3710.3713,138.88065,5724.2954,69.802765,68.73629,105698.664,99313.96,92929.26,,90.460045,86.85966,,,,,,,neutral,neutral,,,4006.6714,3266.1604,41.45115,3290916.2
2024-12-18,106074.6,106484.6,99951.1,100181.1,328581.94,33924250000.0,99517.58,88799.56,,3440.6868,3656.4343,-215.74759,5454.9023,54.720127,58.30666,105724.71,99517.58,93310.44,,77.4487,85.0229,,,,,,,neutral,neutral,,,4187.159,3331.507,39.90906,2962334.2
2024-12-19,100181.2,102756.7,95681.2,97434.4,372968.47,37081223000.0,99600.43,89359.05,,2862.2659,3497.6008,-635.33484,5059.9614,49.36637,54.2765,105645.56,99600.43,93555.305,,55.33939,74.416046,,,,,,,neutral,neutral,,,4393.469,3406.387,37.160503,2589366.0
2024-12-20,97434.3,98243.0,92272.6,97764.4,396188.78,37958726000.0,99612.25,89917.09,,2402.7935,3278.6392,-875.8458,4713.488,49.99933,54.671745,105641.984,99612.25,93582.51,,37.58618,56.791424,,,,,,,neutral,neutral,,,4506.107,3457.6672,35.25007,2985554.8
2024-12-21,97764.5,99485.0,96375.0,97261.8,161258.48,15758502000.0,99649.71,90449.266,,1975.3322,3017.9778,-1042.6456,4368.5547,48.994762,53.926285,105610.4,99649.71,93689.016,,29.6057,40.843758,,,,,,,neutral,neutral,,,4406.3853,3450.7139,33.130558,2824296.2
2024-12-22,97261.7,97437.9,94200.0,95153.5,148114.73,14215964000.0,99549.16,90907.69,,1449.7323,2704.3286,-1254.5964,3946.3794,44.917877,50.871143,105734.375,99549.16,93363.94,,27.674358,31.62208,,,,,,,neutral,neutral,,,4322.922,3446.4575,31.677185,2676181.5
2024-12-23,95153.4,96499.0,92464.4,94861.1,247211.86,23352439000.0,99500.14,91309.9,,998.09094,2363.081,-1364.9902,3551.0676,44.36648,50.45488,105815.51,99500.14,93184.766,,21.661219,26.313759,,,,,,,neutral,neutral,,,4302.3276,3458.2205,30.711065,2428969.5
2024-12-24,94861.0,99450.0,93525.6,98627.2,211610.62,20467194000.0,99629.375,91787.69,,933.29626,2077.1243,-1143.8279,3383.6257,52.461037,55.391384,105754.05,99629.375,93504.695,,24.489153,24.608244,,,,,,,neutral,neutral,,,4418.19,3507.544,28.959154,2640580.2
2024-12-25,98626.9,99580.7,97570.0,99379.7,124696.89,12284102000.0,99663.18,92316.01,,931.9238,1848.0841,-916.1603,3261.17,53.904205,56.304775,105774.12,99663.18,93552.234,,33.242203,26.464191,,,,,,,neutral,neutral,,,4246.226,3477.6072,27.295914,2765277.2
2024-12-26,99379.6,99950.0,95153.0,95751.0,194857.66,18828964000.0,99603.625,92793.38,,630.7594,1604.6191,-973.85974,2958.7292,46.563435,51.015743,105840.234,99603.625,93367.02,,35.08531,30.938889,,,,,,,neutral,neutral,,,4285.5674,3503.995,26.340225,2570419.5
2024-12-27,95750.9,97564.5,93440.0,94258.9,206008.25,19664749000.0,99339.65,93245.97,,268.58835,1337.413,-1068.8247,2610.7437,43.91515,49.02734,105976.68,99339.65,92702.62,,26.037952,31.455154,,,,,,,neutral,neutral,,,4274.0625,3516.405,25.837254,2364411.2
2024-12-28,94258.9,95700.0,94100.0,95259.1,67991.35,6441586700.0,99118.69,93727.73,,61.563255,1082.243,-1020.6798,2350.1724,46.127045,50.38835,105971.92,99118.69,92265.45,,17.503614,26.20896,,,,,,,neutral,neutral,,,4083.058,3478.0771,25.370209,2432402.5
2024-12-29,95259.1,95300.0,92961.8,93700.0,95047.94,8949367000.0,98761.55,94198.01,,-225.7101,820.6524,-1046.3625,2037.6781,43.26283,48.278484,105918.664,98761.55,91604.43,,13.255707,18.932425,,,,,,,neutral,neutral,,,3958.4253,3455.2795,25.201494,2337354.8
2024-12-30,93699.9,95031.6,91510.0,92759.3,222343.6,20718760000.0,98542.984,94623.58,,-523.2512,551.8717,-1075.1229,1713.2721,41.585,47.030884,106126.88,98542.984,90959.086,,11.61222,14.123847,,,,,,,neutral,neutral,,,3927.2234,3456.606,25.37145,2115011.0
2024-12-31,92759.3,96254.3,92000.0,93548.9,178648.11,16839153000.0,98397.58,94950.29,,-687.4165,304.01407,-991.43054,1466.8186,43.56349,48.210415,106237.49,98397.58,90557.664,,9.965336,11.611088,,,,,,,neutral,neutral,,,3950.5862,3472.5598,25.063473,2293659.2
2025-01-01,93548.8,95161.2,92796.5,94580.9,91236.66,8572615000.0,98086.42,95290.68,,-725.8774,98.035774,-823.91315,1300.3668,46.13153,49.746155,105988.625,98086.42,90184.22,112817.91,16.110624,12.562727,,,,,,,neutral,neutral,,,3837.3086,3450.4026,24.77749,2384895.8
2025-01-02,94580.9,97822.4,94357.4,96967.5,181645.5,17520374000.0,97942.85,95663.14,,-557.35443,-33.042267,-524.31213,1270.8787,51.614788,53.121643,105811.53,97942.85,90074.17,113068.3,35.194313,20.423426,91801.52,95279.24,98090.0,100900.76,104902.52,116479.04,neutral,neutral,,,3810.715,3450.6946,23.523762,2566541.2
2025-01-03,96967.6,98949.0,96061.5,98145.7,125220.67,12191508000.0,97789.23,96053.516,,-324.9817,-91.43015,-233.55153,1298.2219,54.098793,54.69891,105508.67,97789.23,90069.77,113321.73,56.863087,36.056007,92209.49,95609.25,98357.0,101104.75,105016.8,116333.79,neutral,neutral,,,3744.7712,3439.4307,21.980312,2691762.0
2025-01-04,98145.7,98760.9,97438.2,98173.2,71914.63,7047067000.0,97636.47,96376.48,,-137.02605,-100.54933,-36.47671,1316.4843,54.15795,54.736233,105190.76,97636.47,90082.18,113590.24,74.07741,55.37827,92512.805,95854.6,98555.5,101256.4,105101.76,116225.805,neutral,neutral,,,3571.766,3397.096,20.547108,2763676.8
2025-01-05,98173.2,98852.6,97227.0,98340.2,74949.29,7346604500.0,97345.03,96551.234,,25.11614,-75.41624,100.53238,1333.8661,54.541096,54.972786,104269.78,97345.03,90420.28,113857.64,79.49882,70.14644,93754.38,96858.91,99368.05,101877.19,105449.52,115783.78,neutral,neutral,,,3432.7542,3361.666,19.290903,2838626.0
2025-01-06,98340.2,102444.0,97872.6,102180.4,207493.33,20828553000.0,97162.04,96809.56,,458.20514,31.308037,426.8971,1534.0684,62.336582,60.01786,103320.52,97162.04,91003.56,114233.266,85.82119,79.79914,104981.72,101877.19,99368.05,96858.91,93286.58,115783.78,uptrend,fib_618_bounce,101877.19,115783.78,3514.086,3385.8608,18.901945,3046119.2
2025-01-07,102180.5,102762.1,96153.0,96920.3,258711.31,25560000000.0,96726.125,96927.875,,372.68903,99.584236,273.1048,1434.5658,49.75152,51.68843,101421.62,96726.125,92030.63,114428.82,75.53276,80.284256,91679.586,95180.61,98010.2,100839.79,104868.37,116522.45,neutral,neutral,,,3735.1584,3450.3257,17.909481,2787408.0
2025-01-08,96920.2,97242.2,92500.0,95014.1,262012.11,24890489000.0,96480.08,97066.625,,149.38054,109.543495,39.837048,1247.0084,46.117886,49.095787,100962.27,96480.08,91997.88,114524.78,58.93783,73.430595,88777.61,92833.195,96111.0,99388.805,104055.51,117555.62,neutral,neutral,,,3807.09,3476.163,17.403763,2525395.8
2025-01-09,95014.0,95358.7,91055.8,92505.9,257760.9,23994410000.0,96245.38,97092.65,,-227.36293,42.162212,-269.52515,955.0018,41.79262,45.913956,101010.33,96245.38,91480.445,114497.83,30.537224,55.002605,88777.61,92833.195,96111.0,99388.805,104055.51,74666.38,downtrend,fib_382_reject,74666.38,92833.195,3842.505,3492.6978,17.318472,2267635.0
2025-01-10,92506.0,95882.5,92173.6,94675.5,261942.95,24636484000.0,96098.3,97165.96,,-346.86777,-35.643784,-311.224,809.0411,46.46941,48.92062,100857.3,96098.3,91339.3,114495.99,24.816683,38.097244,85704.95,90347.73,94100.1,97852.48,103194.84,118649.55,neutral,neutral,,,3832.9617,3497.0217,17.048155,2529578.0
2025-01-11,94675.6,94988.0,93802.1,94562.5,64661.76,6101597700.0,95969.76,97250.734,,-445.55826,-117.62668,-327.93158,674.54944,46.26093,48.77235,100741.91,95969.76,91197.61,114474.07,24.421324,26.591743,85704.95,90347.73,94100.1,97852.48,103194.84,118649.55,neutral,neutral,,,3643.886,3450.7993,16.797146,2464916.2
2025-01-12,94562.4,95444.0,93661.1,94499.9,77298.13,7302019600.0,95938.63,97323.33,,-522.796,-198.66055,-324.13547,553.0564,46.137436,48.686512,100740.11,95938.63,91137.164,114462.45,30.099178,26.445728,85704.95,90347.73,94100.1,97852.48,103194.84,118649.55,neutral,neutral,,,3510.9583,3417.4414,16.37983,2387618.0
2025-01-13,94499.9,95934.5,88909.0,94485.3,361150.5,33357740000.0,95920.734,97362.41,,-578.51685,-274.6318,-303.885,445.6845,46.10652,48.66554,100740.91,95920.734,91100.57,114430.85,33.209885,29.243462,85704.95,90347.73,94100.1,97852.48,103194.84,118649.55,neutral,neutral,,,3761.997,3489.6025,17.284536,2026467.5
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.66,20455516000.0,95820.16,97402.9,,-453.6745,-310.44034,-143.23416,453.13315,51.01963,51.702522,100496.22,95820.16,91144.086,114444.82,41.52598,34.945015,85704.95,90347.73,94100.1,97852.48,103194.84,118649.55,neutral,neutral,,,3711.033,3480.7805,17.55919,2239327.2
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.56,21890263000.0,95871.59,97440.95,,-35.98468,-255.54921,219.56453,654.4911,58.868797,56.905926,100723.625,95871.59,91019.56,114529.016,59.513035,44.749634,102495.25,97852.48,94100.1,90347.73,85005.36,118649.55,uptrend,fib_golden_zone,97852.48,118649.55,3746.5806,3495.3389,16.660778,2461744.8
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52,21512694000.0,96070.945,97459.43,,249.98639,-154.4421,404.42847,797.24963,57.55307,56.065765,101221.59,96070.945,90920.3,114571.78,72.631874,57.890297,102495.25,97852.48,94100.1,90347.73,85005.36,118649.55,uptrend,fib_golden_zone,97852.48,118649.55,3732.9963,3496.56,15.764802,2244942.2
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.97,25723722000.0,96536.836,97574.28,,798.6613,36.178585,762.4827,1120.577,64.30238,60.834972,102631.05,96536.836,90442.62,114672.82,84.22389,72.12293,102495.25,97852.48,94100.1,90347.73,85005.36,118649.55,uptrend,neutral,97852.48,118649.55,3886.4966,3544.269,15.729996,2494392.2
2025-01-18,104042.6,104962.1,102242.8,104524.3,167940.1,17403566000.0,96978.03,97693.625,,1257.8674,280.51636,977.3511,1415.5089,65.00568,61.351986,103920.81,96978.03,90035.26,114747.85,87.27491,81.37689,102495.25,97852.48,94100.1,90347.73,85005.36,118649.55,uptrend,neutral,97852.48,118649.55,3803.1255,3527.7695,15.697675,2662332.2
2025-01-19,104524.3,106450.0,99600.0,101311.5,280949.2,29174847000.0,97340.484,97843.58,,1347.018,493.81668,853.20123,1499.9583,56.948498,56.161053,104355.25,97340.484,90325.73,114755.336,84.30696,85.268585,102495.25,97852.48,94100.1,90347.73,85005.36,118649.55,uptrend,fib_golden_zone,97852.48,118649.55,4020.7593,3594.214,14.813666,2381383.0
2025-01-20,101311.5,110000.0,99501.0,102247.6,530508.2,55636480000.0,97792.31,98029.516,,1476.1892,690.2912,785.898,1611.4677,58.560158,57.26718,104790.836,97792.31,90793.79,114782.164,75.49466,82.35884,102308.78,97550.66,93705.05,89859.445,84384.336,118864.45,uptrend,fib_golden_zone,97550.66,118864.45,4483.4907,3732.3098,14.893707,2911891.2
2025-01-21,102247.7,107241.6,100097.2,106114.5,273296.8,28422392000.0,98390.67,98215.13,,1869.0398,926.0409,942.99884,1892.0958,64.47618,61.482536,105960.98,98390.67,90820.37,114897.836,71.8421,77.21458,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,neutral,97225.92,119095.68,4673.5557,3800.5518,14.968031,3185188.0
2025-01-22,106115.4,106390.0,103211.6,103664.9,151243.53,15829574000.0,98823.24,98360.055,,1960.1194,1132.8566,827.26276,2000.0924,58.753944,57.69684,106510.57,98823.24,91135.914,114994.11,71.59452,72.9771,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,neutral,97225.92,119095.68,4566.759,3788.1086,15.0370455,3033944.5
2025-01-23,103664.9,106840.2,101211.0,103864.1,418154.03,43515003000.0,99151.66,98475.47,,2025.031,1311.2915,713.73956,2092.389,59.072044,57.918083,107079.305,99151.66,91224.0,115098.164,74.14932,72.52865,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,neutral,97225.92,119095.68,4642.6475,3824.9304,14.404674,3452098.5
2025-01-24,103864.0,107076.5,102680.0,104808.1,165746.95,17435124000.0,99468.91,98626.98,,2128.1155,1474.6562,653.4591,2208.0408,60.62195,58.98544,107736.12,99468.91,91201.7,115223.11,72.08462,72.60949,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,neutral,97225.92,119095.68,4625.0654,3836.3618,13.888401,3617845.5
2025-01-25,104808.0,105274.7,104040.6,104702.0,65630.164,6869072000.0,99779.805,98762.195,,2176.1636,1614.9578,561.2059,2290.5776,60.345345,58.809406,108315.41,99779.805,91244.2,115314.04,73.7237,73.319214,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,neutral,97225.92,119095.68,4382.8535,3784.3167,13.409004,3552215.5
2025-01-26,104702.0,105496.9,102450.3,102560.1,75787.086,7903655400.0,99980.75,98883.46,,2018.1448,1695.5951,322.54968,2242.5989,54.899525,55.310516,108569.85,99980.75,91391.66,115342.07,71.662796,72.49037,102108.16,97225.92,93280.0,89334.08,83716.16,119095.68,uptrend,fib_golden_zone,97225.92,119095.68,4287.407,3769.5623,12.522785,3476428.2
